#    Tpb[ms]      Tbh[ms]      Dh+[cm]
  4.29945E+01 -2.33772E+02 -6.35812E+01
  4.33945E+01 -2.33372E+02 -6.50291E+01
  4.37946E+01 -2.32972E+02 -5.52096E+01
  4.41947E+01 -2.32572E+02 -3.37434E+01
  4.45947E+01 -2.32172E+02 -1.79337E+01
  4.49948E+01 -2.31772E+02 -1.02294E+01
  4.53948E+01 -2.31372E+02  5.72059E-02
  4.57949E+01 -2.30972E+02  8.72641E+00
  4.61950E+01 -2.30572E+02  1.13190E+01
  4.65950E+01 -2.30172E+02  6.24351E+00
  4.69951E+01 -2.29772E+02  8.97295E+00
  4.73951E+01 -2.29372E+02  2.00025E+01
  4.77952E+01 -2.28972E+02  3.55618E+01
  4.81952E+01 -2.28572E+02  3.81133E+01
  4.85953E+01 -2.28172E+02  3.41375E+01
  4.89953E+01 -2.27772E+02  2.99044E+01
  4.93954E+01 -2.27371E+02  2.37818E+01
  4.97955E+01 -2.26971E+02  2.13828E+01
  5.01955E+01 -2.26571E+02  1.25605E+01
  5.05956E+01 -2.26171E+02  1.20995E+01
  5.09956E+01 -2.25771E+02  1.32091E+01
  5.13957E+01 -2.25371E+02  1.18207E+01
  5.17957E+01 -2.24971E+02  1.27452E+01
  5.21958E+01 -2.24571E+02  9.62912E+00
  5.25959E+01 -2.24171E+02  1.39881E+01
  5.29959E+01 -2.23771E+02  1.20248E+01
  5.33960E+01 -2.23371E+02  1.94495E+01
  5.37960E+01 -2.22971E+02  1.55841E+01
  5.41961E+01 -2.22571E+02  1.75115E+01
  5.45961E+01 -2.22171E+02  1.90879E+01
  5.49962E+01 -2.21771E+02  1.81243E+01
  5.53963E+01 -2.21371E+02  1.85732E+01
  5.57963E+01 -2.20971E+02  1.70766E+01
  5.61964E+01 -2.20570E+02  1.38707E+01
  5.65964E+01 -2.20170E+02  5.16067E+00
  5.69965E+01 -2.19770E+02  2.07005E+00
  5.73965E+01 -2.19370E+02  2.92572E-01
  5.77966E+01 -2.18970E+02 -1.55110E+00
  5.81967E+01 -2.18570E+02 -2.74285E+00
  5.85967E+01 -2.18170E+02 -7.45470E+00
  5.89968E+01 -2.17770E+02 -8.70034E+00
  5.93968E+01 -2.17370E+02 -1.31083E+01
  5.97969E+01 -2.16970E+02 -1.82834E+01
  6.01969E+01 -2.16570E+02 -1.94731E+01
  6.05970E+01 -2.16170E+02 -2.05865E+01
  6.09971E+01 -2.15770E+02 -2.37786E+01
  6.13971E+01 -2.15370E+02 -2.51644E+01
  6.17972E+01 -2.14970E+02 -2.52266E+01
  6.21972E+01 -2.14570E+02 -2.58915E+01
  6.25973E+01 -2.14170E+02 -1.96416E+01
  6.29973E+01 -2.13770E+02 -2.36580E+01
  6.33974E+01 -2.13369E+02 -2.15952E+01
  6.37975E+01 -2.12969E+02 -2.02430E+01
  6.41975E+01 -2.12569E+02 -2.16950E+01
  6.45976E+01 -2.12169E+02 -2.00278E+01
  6.49976E+01 -2.11769E+02 -1.87231E+01
  6.53977E+01 -2.11369E+02 -1.46141E+01
  6.57977E+01 -2.10969E+02 -1.33742E+01
  6.61978E+01 -2.10569E+02 -9.32691E+00
  6.65979E+01 -2.10169E+02 -8.64364E+00
  6.69979E+01 -2.09769E+02 -4.31973E+00
  6.73980E+01 -2.09369E+02  5.50781E-01
  6.77980E+01 -2.08969E+02  3.07620E+00
  6.81981E+01 -2.08569E+02  7.51269E+00
  6.85981E+01 -2.08169E+02  1.23662E+01
  6.89982E+01 -2.07769E+02  1.66744E+01
  6.93983E+01 -2.07369E+02  1.71015E+01
  6.97983E+01 -2.06969E+02  1.80456E+01
  7.01984E+01 -2.06568E+02  2.08143E+01
  7.05984E+01 -2.06168E+02  1.89116E+01
  7.09985E+01 -2.05768E+02  1.68023E+01
  7.13985E+01 -2.05368E+02  1.27504E+01
  7.17986E+01 -2.04968E+02  5.38834E+00
  7.21987E+01 -2.04568E+02  7.71502E+00
  7.25987E+01 -2.04168E+02  2.42822E+00
  7.29988E+01 -2.03768E+02  5.65814E+00
  7.33988E+01 -2.03368E+02  1.24208E+01
  7.37989E+01 -2.02968E+02  1.30202E+01
  7.41989E+01 -2.02568E+02  1.79725E+01
  7.45990E+01 -2.02168E+02  1.71893E+01
  7.49991E+01 -2.01768E+02  1.73984E+01
  7.53991E+01 -2.01368E+02  1.43225E+01
  7.57992E+01 -2.00968E+02  1.75875E+01
  7.61992E+01 -2.00568E+02  1.37442E+01
  7.65993E+01 -2.00168E+02  1.52732E+01
  7.69993E+01 -1.99768E+02  1.27579E+01
  7.73994E+01 -1.99367E+02  8.46490E+00
  7.77995E+01 -1.98967E+02  9.30304E+00
  7.81995E+01 -1.98567E+02  3.73620E+00
  7.85996E+01 -1.98167E+02  3.47387E+00
  7.89996E+01 -1.97767E+02 -1.07678E+00
  7.93997E+01 -1.97367E+02 -2.05090E+00
  7.97997E+01 -1.96967E+02 -4.40948E+00
  8.01998E+01 -1.96567E+02 -9.97118E+00
  8.05999E+01 -1.96167E+02 -1.12758E+01
  8.09999E+01 -1.95767E+02 -1.15176E+01
  8.14000E+01 -1.95367E+02 -1.37997E+01
  8.18000E+01 -1.94967E+02 -1.53467E+01
  8.22001E+01 -1.94567E+02 -1.34361E+01
  8.26001E+01 -1.94167E+02 -1.54182E+01
  8.30002E+01 -1.93767E+02 -1.52724E+01
  8.34003E+01 -1.93367E+02 -1.26774E+01
  8.38003E+01 -1.92967E+02 -1.56446E+01
  8.42004E+01 -1.92566E+02 -1.42923E+01
  8.46004E+01 -1.92166E+02 -1.24713E+01
  8.50005E+01 -1.91766E+02 -1.71788E+01
  8.54005E+01 -1.91366E+02 -1.25723E+01
  8.58006E+01 -1.90966E+02 -1.09197E+01
  8.62007E+01 -1.90566E+02 -8.77238E+00
  8.66007E+01 -1.90166E+02 -8.72451E+00
  8.70008E+01 -1.89766E+02 -6.48580E+00
  8.74008E+01 -1.89366E+02 -2.28451E+00
  8.78009E+01 -1.88966E+02 -3.08124E+00
  8.82009E+01 -1.88566E+02 -1.54032E+00
  8.86010E+01 -1.88166E+02 -2.72903E+00
  8.90011E+01 -1.87766E+02  2.19083E+00
  8.94011E+01 -1.87366E+02  3.49654E+00
  8.98012E+01 -1.86966E+02  4.36118E+00
  9.02012E+01 -1.86566E+02  6.22461E+00
  9.06013E+01 -1.86166E+02  7.61442E+00
  9.10013E+01 -1.85766E+02  9.91070E+00
  9.14014E+01 -1.85365E+02  8.75163E+00
  9.18015E+01 -1.84965E+02  9.12729E+00
  9.22015E+01 -1.84565E+02  8.52419E+00
  9.26016E+01 -1.84165E+02  7.78083E+00
  9.30016E+01 -1.83765E+02  9.63510E+00
  9.34017E+01 -1.83365E+02  6.18926E+00
  9.38017E+01 -1.82965E+02  5.18433E+00
  9.42018E+01 -1.82565E+02  2.05100E+00
  9.46018E+01 -1.82165E+02  4.60185E+00
  9.50019E+01 -1.81765E+02  1.94756E+00
  9.54020E+01 -1.81365E+02 -3.60234E+00
  9.58020E+01 -1.80965E+02  6.87024E+00
  9.62021E+01 -1.80565E+02  1.11152E+01
  9.66021E+01 -1.80165E+02  3.17953E+00
  9.70022E+01 -1.79765E+02  2.17072E+00
  9.74023E+01 -1.79365E+02  2.15772E+00
  9.78023E+01 -1.78965E+02  5.90641E+00
  9.82024E+01 -1.78564E+02  3.77834E+00
  9.86024E+01 -1.78164E+02  2.97737E+00
  9.90025E+01 -1.77764E+02  4.78942E+00
  9.94025E+01 -1.77364E+02  3.29226E+00
  9.98026E+01 -1.76964E+02  5.29240E+00
  1.00203E+02 -1.76564E+02  3.45590E+00
  1.00603E+02 -1.76164E+02  4.53038E+00
  1.01003E+02 -1.75764E+02  3.51343E+00
  1.01403E+02 -1.75364E+02  7.71642E-01
  1.01803E+02 -1.74964E+02  1.64714E+00
  1.02203E+02 -1.74564E+02  8.12495E-01
  1.02603E+02 -1.74164E+02 -3.53637E+00
  1.03003E+02 -1.73764E+02 -7.90671E+00
  1.03403E+02 -1.73364E+02 -5.50929E+00
  1.03803E+02 -1.72964E+02 -5.75339E+00
  1.04203E+02 -1.72564E+02 -9.23601E+00
  1.04603E+02 -1.72164E+02 -8.98566E+00
  1.05003E+02 -1.71764E+02 -8.65979E+00
  1.05403E+02 -1.71363E+02 -5.01470E+00
  1.05803E+02 -1.70963E+02 -8.93140E+00
  1.06204E+02 -1.70563E+02 -6.81022E+00
  1.06604E+02 -1.70163E+02 -4.89989E+00
  1.07004E+02 -1.69763E+02 -5.65061E+00
  1.07404E+02 -1.69363E+02 -5.23900E+00
  1.07804E+02 -1.68963E+02 -5.62213E+00
  1.08204E+02 -1.68563E+02 -5.76532E+00
  1.08604E+02 -1.68163E+02 -4.33008E-02
  1.09004E+02 -1.67763E+02 -1.28137E+00
  1.09404E+02 -1.67363E+02 -5.31288E+00
  1.09804E+02 -1.66963E+02 -2.80546E+00
  1.10204E+02 -1.66563E+02  2.92246E+00
  1.10604E+02 -1.66163E+02  1.40182E+00
  1.11004E+02 -1.65763E+02 -1.29632E+00
  1.11404E+02 -1.65363E+02  4.30547E+00
  1.11804E+02 -1.64963E+02  8.69792E+00
  1.12204E+02 -1.64563E+02  1.07636E+01
  1.12604E+02 -1.64162E+02  8.19232E+00
  1.13004E+02 -1.63762E+02  1.15273E+01
  1.13405E+02 -1.63362E+02  1.01440E+01
  1.13805E+02 -1.62962E+02  1.06824E+01
  1.14205E+02 -1.62562E+02  6.17943E+00
  1.14605E+02 -1.62162E+02  8.42610E+00
  1.15005E+02 -1.61762E+02  6.55280E+00
  1.15405E+02 -1.61362E+02  4.17347E+00
  1.15805E+02 -1.60962E+02  1.50978E+00
  1.16205E+02 -1.60562E+02 -9.80484E-01
  1.16605E+02 -1.60162E+02 -2.58172E+00
  1.17005E+02 -1.59762E+02 -4.77866E+00
  1.17405E+02 -1.59362E+02 -7.15364E+00
  1.17805E+02 -1.58962E+02 -4.34979E+00
  1.18205E+02 -1.58562E+02 -6.70443E+00
  1.18605E+02 -1.58162E+02 -3.58973E+00
  1.19005E+02 -1.57762E+02 -1.51153E+00
  1.19405E+02 -1.57361E+02 -2.34702E+00
  1.19805E+02 -1.56961E+02 -5.65980E-01
  1.20205E+02 -1.56561E+02  2.93192E-02
  1.20606E+02 -1.56161E+02  6.58992E+00
  1.21006E+02 -1.55761E+02  7.11451E+00
  1.21406E+02 -1.55361E+02  4.72040E+00
  1.21806E+02 -1.54961E+02 -9.95758E-01
  1.22206E+02 -1.54561E+02 -6.56081E+00
  1.22606E+02 -1.54161E+02 -1.95864E+00
  1.23006E+02 -1.53761E+02 -3.82528E+00
  1.23406E+02 -1.53361E+02 -1.04483E+00
  1.23806E+02 -1.52961E+02 -1.04468E+00
  1.24206E+02 -1.52561E+02 -2.43070E-01
  1.24606E+02 -1.52161E+02  1.73866E+00
  1.25006E+02 -1.51761E+02  8.03030E-01
  1.25406E+02 -1.51361E+02  5.26458E-01
  1.25806E+02 -1.50961E+02 -4.41102E-01
  1.26206E+02 -1.50561E+02  1.37210E+00
  1.26606E+02 -1.50160E+02  2.36539E+00
  1.27006E+02 -1.49760E+02  3.95715E+00
  1.27407E+02 -1.49360E+02  9.11972E-01
  1.27807E+02 -1.48960E+02 -1.96368E+00
  1.28207E+02 -1.48560E+02 -4.06919E-01
  1.28607E+02 -1.48160E+02 -1.45940E+00
  1.29007E+02 -1.47760E+02 -1.50214E+00
  1.29407E+02 -1.47360E+02 -1.88154E+00
  1.29807E+02 -1.46960E+02  1.38190E+00
  1.30207E+02 -1.46560E+02  1.45854E+00
  1.30607E+02 -1.46160E+02  7.36355E-01
  1.31007E+02 -1.45760E+02  1.10123E+00
  1.31407E+02 -1.45360E+02  1.66085E-01
  1.31807E+02 -1.44960E+02  5.27905E-01
  1.32207E+02 -1.44560E+02  2.03290E+00
  1.32607E+02 -1.44160E+02  1.38729E+00
  1.33007E+02 -1.43760E+02  1.74234E+00
  1.33407E+02 -1.43359E+02  1.10938E+00
  1.33807E+02 -1.42959E+02  1.15353E-01
  1.34208E+02 -1.42559E+02 -3.70431E+00
  1.34608E+02 -1.42159E+02 -2.38858E+00
  1.35008E+02 -1.41759E+02 -7.78277E-01
  1.35408E+02 -1.41359E+02  9.99630E-01
  1.35808E+02 -1.40959E+02 -2.19323E-01
  1.36208E+02 -1.40559E+02 -2.61074E-01
  1.36608E+02 -1.40159E+02  1.64439E+00
  1.37008E+02 -1.39759E+02  8.83857E+00
  1.37408E+02 -1.39359E+02  8.89204E+00
  1.37808E+02 -1.38959E+02  5.72321E+00
  1.38208E+02 -1.38559E+02  5.62191E+00
  1.38608E+02 -1.38159E+02  8.29107E+00
  1.39008E+02 -1.37759E+02  8.84047E+00
  1.39408E+02 -1.37359E+02  6.27690E+00
  1.39808E+02 -1.36959E+02  7.92431E+00
  1.40208E+02 -1.36559E+02  4.65985E+00
  1.40608E+02 -1.36158E+02 -4.40917E-02
  1.41008E+02 -1.35758E+02 -2.25702E+00
  1.41409E+02 -1.35358E+02  2.70362E+00
  1.41809E+02 -1.34958E+02  2.18101E+00
  1.42209E+02 -1.34558E+02 -1.12920E+00
  1.42609E+02 -1.34158E+02  1.40588E+00
  1.43009E+02 -1.33758E+02 -2.81385E+00
  1.43409E+02 -1.33358E+02  2.63790E+00
  1.43809E+02 -1.32958E+02  5.00840E+00
  1.44209E+02 -1.32558E+02  3.55268E+00
  1.44609E+02 -1.32158E+02 -3.17065E+00
  1.45009E+02 -1.31758E+02 -1.27790E+00
  1.45409E+02 -1.31358E+02 -2.60716E+00
  1.45809E+02 -1.30958E+02  3.50789E+00
  1.46209E+02 -1.30558E+02  1.22825E+01
  1.46609E+02 -1.30158E+02  7.35073E+00
  1.47009E+02 -1.29758E+02  4.47036E+00
  1.47409E+02 -1.29357E+02  5.70867E+00
  1.47809E+02 -1.28957E+02  6.71128E+00
  1.48210E+02 -1.28557E+02  1.07747E+01
  1.48610E+02 -1.28157E+02  2.07926E+01
  1.49010E+02 -1.27757E+02  1.55076E+01
  1.49410E+02 -1.27357E+02  2.34014E+01
  1.49810E+02 -1.26957E+02  2.36618E+01
  1.50210E+02 -1.26557E+02  1.93386E+01
  1.50610E+02 -1.26157E+02  1.16334E+01
  1.51010E+02 -1.25757E+02  8.42173E+00
  1.51410E+02 -1.25357E+02  4.22936E-01
  1.51810E+02 -1.24957E+02 -7.05230E+00
  1.52210E+02 -1.24557E+02 -1.55541E+01
  1.52610E+02 -1.24157E+02 -1.87339E+01
  1.53010E+02 -1.23757E+02 -5.17985E+00
  1.53410E+02 -1.23357E+02 -7.64170E+00
  1.53810E+02 -1.22957E+02  9.77574E+00
  1.54210E+02 -1.22557E+02  2.70824E+01
  1.54610E+02 -1.22156E+02  2.02220E+01
  1.55010E+02 -1.21756E+02 -2.60288E+00
  1.55411E+02 -1.21356E+02 -2.17066E+01
  1.55811E+02 -1.20956E+02 -2.27124E+01
  1.56211E+02 -1.20556E+02 -1.84189E+01
  1.56611E+02 -1.20156E+02  2.77270E+00
  1.57011E+02 -1.19756E+02  1.29809E+01
  1.57411E+02 -1.19356E+02  7.63996E-01
  1.57811E+02 -1.18956E+02 -1.10530E+01
  1.58211E+02 -1.18556E+02 -1.15853E+01
  1.58611E+02 -1.18156E+02  4.55441E+00
  1.59011E+02 -1.17756E+02  1.98143E+01
  1.59411E+02 -1.17356E+02  1.82774E+01
  1.59811E+02 -1.16956E+02 -8.02453E-01
  1.60211E+02 -1.16556E+02 -4.09660E+00
  1.60611E+02 -1.16156E+02  1.71826E+00
  1.61011E+02 -1.15756E+02  6.98678E+00
  1.61411E+02 -1.15355E+02  2.41692E+01
  1.61811E+02 -1.14955E+02  1.71165E+01
  1.62211E+02 -1.14555E+02 -8.55251E+00
  1.62612E+02 -1.14155E+02 -3.39176E+01
  1.63012E+02 -1.13755E+02 -4.50277E+01
  1.63412E+02 -1.13355E+02 -5.04973E+01
  1.63812E+02 -1.12955E+02 -4.95474E+01
  1.64212E+02 -1.12555E+02 -3.92607E+01
  1.64612E+02 -1.12155E+02  6.78996E+00
  1.65012E+02 -1.11755E+02  4.65324E+01
  1.65412E+02 -1.11355E+02  5.99203E+01
  1.65812E+02 -1.10955E+02  4.96550E+01
  1.66212E+02 -1.10555E+02  2.72054E+01
  1.66612E+02 -1.10155E+02  7.27753E+00
  1.67012E+02 -1.09755E+02 -1.11998E+00
  1.67412E+02 -1.09355E+02 -2.09911E+00
  1.67812E+02 -1.08955E+02 -7.40314E-02
  1.68212E+02 -1.08555E+02  6.27106E+00
  1.68612E+02 -1.08154E+02 -4.35258E+00
  1.69012E+02 -1.07754E+02 -2.29322E+01
  1.69413E+02 -1.07354E+02 -4.31603E+01
  1.69813E+02 -1.06954E+02 -3.46068E+01
  1.70213E+02 -1.06554E+02  1.80843E+01
  1.70613E+02 -1.06154E+02  2.42349E+01
  1.71013E+02 -1.05754E+02 -1.77449E+00
  1.71413E+02 -1.05354E+02  3.01143E+00
  1.71813E+02 -1.04954E+02  9.71582E+00
  1.72213E+02 -1.04554E+02 -1.78474E+01
  1.72613E+02 -1.04154E+02  1.25903E+01
  1.73013E+02 -1.03754E+02  4.05848E+00
  1.73413E+02 -1.03354E+02 -3.76774E+01
  1.73813E+02 -1.02954E+02  1.16100E+01
  1.74213E+02 -1.02554E+02  1.66731E+01
  1.74613E+02 -1.02154E+02  5.57116E+00
  1.75013E+02 -1.01754E+02 -3.79797E+01
  1.75413E+02 -1.01353E+02 -2.36365E+01
  1.75813E+02 -1.00953E+02  1.67334E+00
  1.76213E+02 -1.00553E+02  3.69090E+01
  1.76614E+02 -1.00153E+02  1.99734E+01
  1.77014E+02 -9.97533E+01 -1.78295E+01
  1.77414E+02 -9.93532E+01  2.07913E+00
  1.77814E+02 -9.89531E+01  3.54561E+01
  1.78214E+02 -9.85531E+01  1.81830E+01
  1.78614E+02 -9.81530E+01 -3.40760E+00
  1.79014E+02 -9.77530E+01 -1.03949E+00
  1.79414E+02 -9.73529E+01  1.42754E+00
  1.79814E+02 -9.69529E+01 -4.60663E+00
  1.80214E+02 -9.65528E+01 -7.90127E-01
  1.80614E+02 -9.61528E+01  1.24757E+01
  1.81014E+02 -9.57527E+01  2.47300E+01
  1.81414E+02 -9.53526E+01  2.41854E+01
  1.81814E+02 -9.49526E+01  2.95372E+01
  1.82214E+02 -9.45525E+01  2.26463E+01
  1.82614E+02 -9.41525E+01 -1.83142E+01
  1.83014E+02 -9.37524E+01 -4.31231E+01
  1.83415E+02 -9.33523E+01 -3.08691E+01
  1.83815E+02 -9.29523E+01 -3.15012E+00
  1.84215E+02 -9.25522E+01  3.75608E+01
  1.84615E+02 -9.21522E+01  5.77847E+01
  1.85015E+02 -9.17521E+01  5.46304E+01
  1.85415E+02 -9.13521E+01  3.08283E+01
  1.85815E+02 -9.09520E+01  2.98335E+01
  1.86215E+02 -9.05519E+01  5.19565E+01
  1.86615E+02 -9.01519E+01  5.06391E+01
  1.87015E+02 -8.97518E+01 -7.39491E+01
  1.87415E+02 -8.93518E+01 -9.68163E+01
  1.87815E+02 -8.89517E+01 -6.59771E+01
  1.88215E+02 -8.85517E+01 -1.77673E+01
  1.88615E+02 -8.81516E+01  2.41661E+01
  1.89015E+02 -8.77515E+01  8.94229E+00
  1.89415E+02 -8.73515E+01 -2.54291E+01
  1.89815E+02 -8.69514E+01 -3.30586E+01
  1.90215E+02 -8.65514E+01 -2.63718E+01
  1.90616E+02 -8.61513E+01 -1.35330E+01
  1.91016E+02 -8.57513E+01 -8.10838E+00
  1.91416E+02 -8.53512E+01 -2.57696E+00
  1.91816E+02 -8.49512E+01 -7.94897E+00
  1.92216E+02 -8.45511E+01  1.71393E+00
  1.92616E+02 -8.41510E+01  1.28303E+01
  1.93016E+02 -8.37510E+01 -5.75615E+00
  1.93416E+02 -8.33509E+01 -7.28561E+00
  1.93816E+02 -8.29509E+01 -1.33127E+01
  1.94216E+02 -8.25508E+01  1.17582E+01
  1.94616E+02 -8.21507E+01  3.01174E+01
  1.95016E+02 -8.17507E+01  3.04590E+01
  1.95416E+02 -8.13506E+01  1.69899E+01
  1.95816E+02 -8.09506E+01  1.36223E+01
  1.96216E+02 -8.05505E+01  7.92306E+00
  1.96616E+02 -8.01505E+01 -7.00654E+00
  1.97016E+02 -7.97504E+01  1.91209E+01
  1.97417E+02 -7.93503E+01  4.55512E+01
  1.97817E+02 -7.89503E+01  6.07438E+01
  1.98217E+02 -7.85502E+01  5.94407E+01
  1.98617E+02 -7.81502E+01  1.78256E+01
  1.99017E+02 -7.77501E+01 -3.49413E+01
  1.99417E+02 -7.73501E+01 -2.19958E+01
  1.99817E+02 -7.69500E+01 -3.13734E+01
  2.00217E+02 -7.65500E+01 -6.26232E+00
  2.00617E+02 -7.61499E+01  5.51454E+01
  2.01017E+02 -7.57498E+01  4.96469E+01
  2.01417E+02 -7.53498E+01  2.55881E+01
  2.01817E+02 -7.49497E+01  3.43055E+01
  2.02217E+02 -7.45497E+01 -2.09177E+01
  2.02617E+02 -7.41496E+01 -4.53460E+01
  2.03017E+02 -7.37496E+01 -2.37875E+01
  2.03417E+02 -7.33495E+01 -4.24495E+01
  2.03817E+02 -7.29494E+01 -3.26041E+01
  2.04217E+02 -7.25494E+01 -2.35920E+01
  2.04618E+02 -7.21493E+01 -2.72283E+01
  2.05018E+02 -7.17493E+01 -2.31512E+01
  2.05418E+02 -7.13492E+01  1.48912E+01
  2.05818E+02 -7.09492E+01 -7.37943E+00
  2.06218E+02 -7.05491E+01 -7.42510E+00
  2.06618E+02 -7.01490E+01  2.16043E+01
  2.07018E+02 -6.97490E+01  8.10552E+00
  2.07418E+02 -6.93489E+01 -2.83057E+01
  2.07818E+02 -6.89489E+01 -2.79272E+01
  2.08218E+02 -6.85488E+01  2.47568E+00
  2.08618E+02 -6.81488E+01  1.51825E+01
  2.09018E+02 -6.77487E+01  1.47408E+01
  2.09418E+02 -6.73486E+01  1.09765E-01
  2.09818E+02 -6.69486E+01 -1.34518E+01
  2.10218E+02 -6.65485E+01 -7.00479E+00
  2.10618E+02 -6.61485E+01  2.56249E+01
  2.11018E+02 -6.57484E+01  2.37690E+01
  2.11419E+02 -6.53484E+01 -1.28995E+00
