#    Tpb[ms]      Tbh[ms]      Dh+[cm]
  3.13164E+00 -2.72128E+02 -1.00402E+01
  3.33167E+00 -2.71928E+02 -8.84513E+00
  3.53170E+00 -2.71728E+02 -2.21750E+00
  3.73172E+00 -2.71528E+02  5.30155E+00
  3.93175E+00 -2.71328E+02  1.17306E+01
  4.13178E+00 -2.71128E+02  2.07450E+01
  4.33181E+00 -2.70928E+02  5.62580E+00
  4.53184E+00 -2.70728E+02  1.76935E-01
  4.73187E+00 -2.70528E+02 -2.69469E+00
  4.93190E+00 -2.70328E+02 -6.19527E+00
  5.13192E+00 -2.70128E+02 -3.51814E+00
  5.33195E+00 -2.69928E+02 -1.25124E+01
  5.53198E+00 -2.69728E+02 -7.39479E-01
  5.73201E+00 -2.69527E+02 -3.41476E+00
  5.93204E+00 -2.69327E+02  7.13923E+00
  6.13207E+00 -2.69127E+02  4.43529E+00
  6.33209E+00 -2.68927E+02 -1.32671E-01
  6.53212E+00 -2.68727E+02  4.91355E+00
  6.73215E+00 -2.68527E+02  5.48597E+00
  6.93218E+00 -2.68327E+02  7.67029E+00
  7.13221E+00 -2.68127E+02  1.27657E+00
  7.33224E+00 -2.67927E+02 -3.92350E-01
  7.53227E+00 -2.67727E+02  7.42415E-01
  7.73229E+00 -2.67527E+02 -8.80044E+00
  7.93232E+00 -2.67327E+02 -1.69291E+01
  8.13235E+00 -2.67127E+02 -3.19563E+01
  8.33238E+00 -2.66927E+02 -4.01792E+01
  8.53241E+00 -2.66727E+02 -4.39603E+01
  8.73244E+00 -2.66527E+02 -4.39353E+01
  8.93247E+00 -2.66327E+02 -6.31231E+01
  9.13249E+00 -2.66127E+02 -7.59756E+01
  9.33252E+00 -2.65927E+02 -5.86342E+01
  9.53255E+00 -2.65727E+02 -1.54176E+01
  9.73258E+00 -2.65527E+02  5.95931E+00
  9.93261E+00 -2.65327E+02  1.67960E+01
  1.01326E+01 -2.65127E+02  2.56286E+01
  1.03327E+01 -2.64927E+02  3.88304E+01
  1.05327E+01 -2.64727E+02  4.37027E+01
  1.07327E+01 -2.64527E+02  3.95399E+01
  1.09328E+01 -2.64327E+02  4.79535E+01
  1.11328E+01 -2.64127E+02  5.82529E+01
  1.13328E+01 -2.63927E+02  7.23923E+01
  1.15328E+01 -2.63727E+02  8.11345E+01
  1.17329E+01 -2.63527E+02  8.97801E+01
  1.19329E+01 -2.63327E+02  8.90619E+01
  1.21329E+01 -2.63127E+02  8.04160E+01
  1.23330E+01 -2.62927E+02  8.00475E+01
  1.25330E+01 -2.62727E+02  4.92419E+01
  1.27330E+01 -2.62526E+02  1.95479E+01
  1.29330E+01 -2.62326E+02  1.89660E+01
  1.31331E+01 -2.62126E+02  2.93505E+00
  1.33331E+01 -2.61926E+02 -1.23720E+01
  1.35331E+01 -2.61726E+02 -2.94544E+01
  1.37332E+01 -2.61526E+02 -2.82964E+01
  1.39332E+01 -2.61326E+02 -1.87401E+01
  1.41332E+01 -2.61126E+02 -1.20478E+01
  1.43332E+01 -2.60926E+02 -1.74561E+01
  1.45333E+01 -2.60726E+02 -1.81695E+01
  1.47333E+01 -2.60526E+02 -2.50172E+01
  1.49333E+01 -2.60326E+02 -3.49076E+01
  1.51334E+01 -2.60126E+02 -3.92730E+01
  1.53334E+01 -2.59926E+02 -3.22948E+01
  1.55334E+01 -2.59726E+02 -3.15187E+01
  1.57334E+01 -2.59526E+02 -3.04289E+01
  1.59335E+01 -2.59326E+02 -3.16319E+01
  1.61335E+01 -2.59126E+02 -3.07937E+01
  1.63335E+01 -2.58926E+02 -2.75030E+01
  1.65336E+01 -2.58726E+02 -3.37485E+01
  1.67336E+01 -2.58526E+02 -4.13705E+01
  1.69336E+01 -2.58326E+02 -5.16476E+01
  1.71336E+01 -2.58126E+02 -6.08694E+01
  1.73337E+01 -2.57926E+02 -6.24630E+01
  1.75337E+01 -2.57726E+02 -6.72968E+01
  1.77337E+01 -2.57526E+02 -7.10920E+01
  1.79337E+01 -2.57326E+02 -6.85471E+01
  1.81338E+01 -2.57126E+02 -6.76604E+01
  1.83338E+01 -2.56926E+02 -6.69729E+01
  1.85338E+01 -2.56726E+02 -6.03576E+01
  1.87339E+01 -2.56526E+02 -5.42058E+01
  1.89339E+01 -2.56326E+02 -4.73095E+01
  1.91339E+01 -2.56126E+02 -4.55910E+01
  1.93340E+01 -2.55926E+02 -4.31599E+01
  1.95340E+01 -2.55726E+02 -3.58368E+01
  1.97340E+01 -2.55525E+02 -2.32364E+01
  1.99340E+01 -2.55325E+02 -8.21005E+00
  2.01341E+01 -2.55125E+02 -3.92077E-01
  2.03341E+01 -2.54925E+02  1.03396E+01
  2.05341E+01 -2.54725E+02  2.68717E+01
  2.07341E+01 -2.54525E+02  4.09158E+01
  2.09342E+01 -2.54325E+02  5.15750E+01
  2.11342E+01 -2.54125E+02  6.30867E+01
  2.13342E+01 -2.53925E+02  7.42560E+01
  2.15343E+01 -2.53725E+02  8.10425E+01
  2.17343E+01 -2.53525E+02  8.68266E+01
  2.19343E+01 -2.53325E+02  9.10370E+01
  2.21343E+01 -2.53125E+02  9.48398E+01
  2.23344E+01 -2.52925E+02  9.52104E+01
  2.25344E+01 -2.52725E+02  9.83003E+01
  2.27344E+01 -2.52525E+02  9.94861E+01
  2.29345E+01 -2.52325E+02  9.86436E+01
  2.31345E+01 -2.52125E+02  9.45244E+01
  2.33345E+01 -2.51925E+02  8.96325E+01
  2.35345E+01 -2.51725E+02  8.60774E+01
  2.37346E+01 -2.51525E+02  8.33633E+01
  2.39346E+01 -2.51325E+02  7.56361E+01
  2.41346E+01 -2.51125E+02  6.82949E+01
  2.43347E+01 -2.50925E+02  6.07609E+01
  2.45347E+01 -2.50725E+02  5.31100E+01
  2.47347E+01 -2.50525E+02  4.42816E+01
  2.49347E+01 -2.50325E+02  3.56399E+01
  2.51348E+01 -2.50125E+02  3.05287E+01
  2.53348E+01 -2.49925E+02  2.02472E+01
  2.55348E+01 -2.49725E+02  6.41702E+00
  2.57349E+01 -2.49525E+02 -3.03433E+00
  2.59349E+01 -2.49325E+02 -8.35686E+00
  2.61349E+01 -2.49125E+02 -1.56006E+01
  2.63349E+01 -2.48925E+02 -2.44899E+01
  2.65350E+01 -2.48725E+02 -3.13508E+01
  2.67350E+01 -2.48524E+02 -3.52769E+01
  2.69350E+01 -2.48324E+02 -4.05199E+01
  2.71351E+01 -2.48124E+02 -4.38817E+01
  2.73351E+01 -2.47924E+02 -4.69542E+01
  2.75351E+01 -2.47724E+02 -5.06693E+01
  2.77351E+01 -2.47524E+02 -5.43225E+01
  2.79352E+01 -2.47324E+02 -5.26971E+01
  2.81352E+01 -2.47124E+02 -5.66802E+01
  2.83352E+01 -2.46924E+02 -6.39149E+01
  2.85353E+01 -2.46724E+02 -6.84989E+01
  2.87353E+01 -2.46524E+02 -7.07029E+01
  2.89353E+01 -2.46324E+02 -7.25808E+01
  2.91353E+01 -2.46124E+02 -7.87901E+01
  2.93354E+01 -2.45924E+02 -8.36076E+01
  2.95354E+01 -2.45724E+02 -8.87278E+01
  2.97354E+01 -2.45524E+02 -9.19385E+01
  2.99355E+01 -2.45324E+02 -9.72879E+01
  3.01355E+01 -2.45124E+02 -9.47861E+01
  3.03355E+01 -2.44924E+02 -9.34766E+01
  3.05355E+01 -2.44724E+02 -9.61769E+01
  3.07356E+01 -2.44524E+02 -9.37118E+01
  3.09356E+01 -2.44324E+02 -8.54387E+01
  3.11356E+01 -2.44124E+02 -8.45406E+01
  3.13357E+01 -2.43924E+02 -8.26695E+01
  3.15357E+01 -2.43724E+02 -7.35800E+01
  3.17357E+01 -2.43524E+02 -6.92735E+01
  3.19357E+01 -2.43324E+02 -5.13755E+01
  3.21358E+01 -2.43124E+02 -3.75744E+01
  3.23358E+01 -2.42924E+02 -2.33199E+01
  3.25358E+01 -2.42724E+02 -7.54285E+00
  3.27359E+01 -2.42524E+02  1.28161E+01
  3.29359E+01 -2.42324E+02  3.02080E+01
  3.31359E+01 -2.42124E+02  5.04612E+01
  3.33359E+01 -2.41924E+02  4.93171E+01
  3.35360E+01 -2.41724E+02  5.57284E+01
  3.37360E+01 -2.41523E+02  5.94417E+01
  3.39360E+01 -2.41323E+02  6.37788E+01
  3.41361E+01 -2.41123E+02  7.50689E+01
  3.43361E+01 -2.40923E+02  8.85279E+01
  3.45361E+01 -2.40723E+02  1.05323E+02
  3.47361E+01 -2.40523E+02  1.15829E+02
  3.49362E+01 -2.40323E+02  1.21081E+02
  3.51362E+01 -2.40123E+02  1.15350E+02
  3.53362E+01 -2.39923E+02  1.12182E+02
  3.55363E+01 -2.39723E+02  1.04142E+02
  3.57363E+01 -2.39523E+02  9.59834E+01
  3.59363E+01 -2.39323E+02  8.52905E+01
  3.61363E+01 -2.39123E+02  7.44175E+01
  3.63364E+01 -2.38923E+02  5.90351E+01
  3.65364E+01 -2.38723E+02  4.73266E+01
  3.67364E+01 -2.38523E+02  3.60728E+01
  3.69365E+01 -2.38323E+02  2.60401E+01
  3.71365E+01 -2.38123E+02  1.97337E+01
  3.73365E+01 -2.37923E+02  1.63592E+01
  3.75365E+01 -2.37723E+02  1.53862E+01
  3.77366E+01 -2.37523E+02  2.65685E+01
  3.79366E+01 -2.37323E+02  4.45167E+01
  3.81366E+01 -2.37123E+02  3.74912E+01
  3.83367E+01 -2.36923E+02  2.42033E+01
  3.85367E+01 -2.36723E+02  6.88368E+01
  3.87367E+01 -2.36523E+02  6.81873E+01
  3.89367E+01 -2.36323E+02  3.11081E+01
  3.91368E+01 -2.36123E+02  6.84997E+00
  3.93368E+01 -2.35923E+02 -8.90568E+00
  3.95368E+01 -2.35723E+02 -1.89703E+01
  3.97369E+01 -2.35523E+02 -1.15262E+01
  3.99369E+01 -2.35323E+02  3.41379E+00
  4.01369E+01 -2.35123E+02  2.01162E+01
  4.03369E+01 -2.34923E+02  2.63434E+01
  4.05370E+01 -2.34723E+02  2.43327E+01
  4.07370E+01 -2.34522E+02  2.73470E+01
  4.09370E+01 -2.34322E+02  2.39570E+01
  4.11371E+01 -2.34122E+02  1.57656E+01
  4.13371E+01 -2.33922E+02  4.66396E+00
  4.15371E+01 -2.33722E+02 -6.35941E+00
  4.17371E+01 -2.33522E+02 -1.51098E+01
  4.19372E+01 -2.33322E+02 -3.13614E+01
  4.21372E+01 -2.33122E+02 -4.15607E+01
  4.23372E+01 -2.32922E+02 -5.55480E+01
  4.25373E+01 -2.32722E+02 -7.60573E+01
  4.27373E+01 -2.32522E+02 -9.06378E+01
  4.29373E+01 -2.32322E+02 -9.88532E+01
  4.31373E+01 -2.32122E+02 -1.05200E+02
  4.33374E+01 -2.31922E+02 -1.11206E+02
  4.35374E+01 -2.31722E+02 -1.18228E+02
  4.37374E+01 -2.31522E+02 -1.19335E+02
  4.39375E+01 -2.31322E+02 -1.19486E+02
  4.41375E+01 -2.31122E+02 -1.18184E+02
  4.43375E+01 -2.30922E+02 -1.16471E+02
  4.45375E+01 -2.30722E+02 -1.11575E+02
  4.47376E+01 -2.30522E+02 -1.04526E+02
  4.49376E+01 -2.30322E+02 -9.63668E+01
  4.51376E+01 -2.30122E+02 -8.73680E+01
  4.53377E+01 -2.29922E+02 -7.68977E+01
  4.55377E+01 -2.29722E+02 -6.54794E+01
  4.57377E+01 -2.29522E+02 -5.50317E+01
  4.59377E+01 -2.29322E+02 -4.51835E+01
  4.61378E+01 -2.29122E+02 -3.19005E+01
  4.63378E+01 -2.28922E+02 -2.22470E+01
  4.65378E+01 -2.28722E+02 -1.65257E+01
  4.67379E+01 -2.28522E+02 -6.32311E+00
  4.69379E+01 -2.28322E+02  3.46158E+00
  4.71379E+01 -2.28122E+02  6.95564E+00
  4.73379E+01 -2.27922E+02  1.08057E+01
  4.75380E+01 -2.27722E+02  1.29930E+01
  4.77380E+01 -2.27521E+02  1.95109E+01
  4.79380E+01 -2.27321E+02  2.21582E+01
  4.81381E+01 -2.27121E+02  2.53767E+01
  4.83381E+01 -2.26921E+02  3.50666E+01
  4.85381E+01 -2.26721E+02  4.28085E+01
  4.87381E+01 -2.26521E+02  4.56311E+01
  4.89382E+01 -2.26321E+02  4.81203E+01
  4.91382E+01 -2.26121E+02  4.58617E+01
  4.93382E+01 -2.25921E+02  4.17037E+01
  4.95383E+01 -2.25721E+02  4.57230E+01
  4.97383E+01 -2.25521E+02  5.02833E+01
  4.99383E+01 -2.25321E+02  5.22810E+01
  5.01383E+01 -2.25121E+02  5.39910E+01
  5.03384E+01 -2.24921E+02  5.68477E+01
  5.05384E+01 -2.24721E+02  6.11786E+01
  5.07384E+01 -2.24521E+02  5.44421E+01
  5.09385E+01 -2.24321E+02  4.43185E+01
  5.11385E+01 -2.24121E+02  4.25814E+01
  5.13385E+01 -2.23921E+02  3.98134E+01
  5.15385E+01 -2.23721E+02  3.30728E+01
  5.17386E+01 -2.23521E+02  2.73809E+01
  5.19386E+01 -2.23321E+02  2.43728E+01
  5.21386E+01 -2.23121E+02  2.28038E+01
  5.23387E+01 -2.22921E+02  2.80454E+01
  5.25387E+01 -2.22721E+02  2.79840E+01
  5.27387E+01 -2.22521E+02  1.90634E+01
  5.29387E+01 -2.22321E+02  9.95144E+00
  5.31388E+01 -2.22121E+02  3.91154E+00
  5.33388E+01 -2.21921E+02 -9.80269E+00
  5.35388E+01 -2.21721E+02 -2.36024E+01
  5.37389E+01 -2.21521E+02 -3.16984E+01
  5.39389E+01 -2.21321E+02 -2.28249E+01
  5.41389E+01 -2.21121E+02  2.45758E+01
  5.43389E+01 -2.20921E+02  7.47732E+01
  5.45390E+01 -2.20721E+02  7.14736E+01
  5.47390E+01 -2.20520E+02  4.17395E+01
  5.49390E+01 -2.20320E+02  1.78110E+01
  5.51391E+01 -2.20120E+02  1.22481E+01
  5.53391E+01 -2.19920E+02  1.43158E+01
  5.55391E+01 -2.19720E+02  1.70504E+01
  5.57391E+01 -2.19520E+02  2.61476E+01
  5.59392E+01 -2.19320E+02  3.42865E+01
  5.61392E+01 -2.19120E+02  3.50959E+01
  5.63392E+01 -2.18920E+02  3.23971E+01
  5.65393E+01 -2.18720E+02  3.48651E+01
  5.67393E+01 -2.18520E+02  3.43745E+01
  5.69393E+01 -2.18320E+02  2.97395E+01
  5.71393E+01 -2.18120E+02  2.76061E+01
  5.73394E+01 -2.17920E+02  2.73182E+01
  5.75394E+01 -2.17720E+02  2.32271E+01
  5.77394E+01 -2.17520E+02  1.99690E+01
  5.79395E+01 -2.17320E+02  2.21254E+01
  5.81395E+01 -2.17120E+02  1.93949E+01
  5.83395E+01 -2.16920E+02  1.28538E+01
  5.85395E+01 -2.16720E+02  8.01274E+00
  5.87396E+01 -2.16520E+02  7.78881E+00
  5.89396E+01 -2.16320E+02  5.83673E+00
  5.91396E+01 -2.16120E+02  2.75149E+00
  5.93397E+01 -2.15920E+02 -2.39991E+00
  5.95397E+01 -2.15720E+02 -5.02981E+00
  5.97397E+01 -2.15520E+02 -9.87893E+00
  5.99397E+01 -2.15320E+02 -1.14637E+01
  6.01398E+01 -2.15120E+02 -1.15117E+01
  6.03398E+01 -2.14920E+02 -1.47570E+01
  6.05398E+01 -2.14720E+02 -1.63440E+01
  6.07399E+01 -2.14520E+02 -1.83106E+01
  6.09399E+01 -2.14320E+02 -2.30948E+01
  6.11399E+01 -2.14120E+02 -2.57068E+01
  6.13399E+01 -2.13920E+02 -2.59783E+01
  6.15400E+01 -2.13720E+02 -2.84972E+01
  6.17400E+01 -2.13520E+02 -3.26744E+01
  6.19400E+01 -2.13319E+02 -3.29365E+01
  6.21401E+01 -2.13119E+02 -2.99505E+01
  6.23401E+01 -2.12919E+02 -2.86922E+01
  6.25401E+01 -2.12719E+02 -2.99337E+01
  6.27401E+01 -2.12519E+02 -2.91123E+01
  6.29402E+01 -2.12319E+02 -2.78686E+01
  6.31402E+01 -2.12119E+02 -2.64323E+01
  6.33402E+01 -2.11919E+02 -2.50485E+01
  6.35402E+01 -2.11719E+02 -2.60764E+01
  6.37403E+01 -2.11519E+02 -2.92435E+01
  6.39403E+01 -2.11319E+02 -3.20486E+01
  6.41403E+01 -2.11119E+02 -3.19353E+01
  6.43404E+01 -2.10919E+02 -3.12752E+01
  6.45404E+01 -2.10719E+02 -3.00950E+01
  6.47404E+01 -2.10519E+02 -2.95088E+01
  6.49405E+01 -2.10319E+02 -3.36764E+01
  6.51405E+01 -2.10119E+02 -3.70122E+01
  6.53405E+01 -2.09919E+02 -3.62393E+01
  6.55405E+01 -2.09719E+02 -3.33332E+01
  6.57406E+01 -2.09519E+02 -3.19944E+01
  6.59406E+01 -2.09319E+02 -3.05542E+01
  6.61406E+01 -2.09119E+02 -3.04115E+01
  6.63407E+01 -2.08919E+02 -3.10750E+01
  6.65407E+01 -2.08719E+02 -3.16917E+01
  6.67407E+01 -2.08519E+02 -2.97165E+01
  6.69407E+01 -2.08319E+02 -2.75504E+01
  6.71408E+01 -2.08119E+02 -2.77896E+01
  6.73408E+01 -2.07919E+02 -2.65916E+01
  6.75408E+01 -2.07719E+02 -2.50084E+01
  6.77409E+01 -2.07519E+02 -2.21208E+01
  6.79409E+01 -2.07319E+02 -2.09921E+01
  6.81409E+01 -2.07119E+02 -1.89374E+01
  6.83409E+01 -2.06919E+02 -1.46109E+01
  6.85410E+01 -2.06719E+02 -1.05798E+01
  6.87410E+01 -2.06518E+02 -6.47661E+00
  6.89410E+01 -2.06318E+02 -4.02310E+00
  6.91411E+01 -2.06118E+02 -8.16633E-01
  6.93411E+01 -2.05918E+02  2.58642E+00
  6.95411E+01 -2.05718E+02  6.06828E+00
  6.97411E+01 -2.05518E+02  8.13624E+00
  6.99412E+01 -2.05318E+02  9.19748E+00
  7.01412E+01 -2.05118E+02  1.06520E+01
  7.03412E+01 -2.04918E+02  1.24974E+01
  7.05413E+01 -2.04718E+02  1.67434E+01
  7.07413E+01 -2.04518E+02  1.91092E+01
  7.09413E+01 -2.04318E+02  2.14472E+01
  7.11413E+01 -2.04118E+02  2.25801E+01
  7.13414E+01 -2.03918E+02  2.21966E+01
  7.15414E+01 -2.03718E+02  2.27763E+01
  7.17414E+01 -2.03518E+02  2.23807E+01
  7.19415E+01 -2.03318E+02  2.19952E+01
  7.21415E+01 -2.03118E+02  2.17622E+01
  7.23415E+01 -2.02918E+02  2.03089E+01
  7.25415E+01 -2.02718E+02  1.62123E+01
  7.27416E+01 -2.02518E+02  1.28278E+01
  7.29416E+01 -2.02318E+02  9.27176E+00
  7.31416E+01 -2.02118E+02  7.45631E+00
  7.33417E+01 -2.01918E+02  9.82189E+00
  7.35417E+01 -2.01718E+02  1.11122E+01
  7.37417E+01 -2.01518E+02  7.09229E+00
  7.39417E+01 -2.01318E+02  3.47737E+00
  7.41418E+01 -2.01118E+02  3.71435E+00
  7.43418E+01 -2.00918E+02  5.03502E+00
  7.45418E+01 -2.00718E+02  3.36284E+00
  7.47418E+01 -2.00518E+02  7.31452E+00
  7.49419E+01 -2.00318E+02  2.80883E+01
  7.51419E+01 -2.00118E+02  4.22090E+01
  7.53419E+01 -1.99918E+02  4.77629E+01
  7.55420E+01 -1.99718E+02  3.91135E+01
  7.57420E+01 -1.99518E+02  2.12108E+01
  7.59420E+01 -1.99317E+02  1.55175E+01
  7.61421E+01 -1.99117E+02  1.83548E+01
  7.63421E+01 -1.98917E+02  2.46043E+01
  7.65421E+01 -1.98717E+02  2.93362E+01
  7.67421E+01 -1.98517E+02  3.08850E+01
  7.69422E+01 -1.98317E+02  3.02398E+01
  7.71422E+01 -1.98117E+02  2.51499E+01
  7.73422E+01 -1.97917E+02  1.85736E+01
  7.75423E+01 -1.97717E+02  1.76003E+01
  7.77423E+01 -1.97517E+02  1.85300E+01
  7.79423E+01 -1.97317E+02  1.58971E+01
  7.81423E+01 -1.97117E+02  1.46983E+01
  7.83424E+01 -1.96917E+02  1.46358E+01
  7.85424E+01 -1.96717E+02  1.28330E+01
  7.87424E+01 -1.96517E+02  1.02338E+01
  7.89425E+01 -1.96317E+02  9.53411E+00
  7.91425E+01 -1.96117E+02  8.23571E+00
  7.93425E+01 -1.95917E+02  5.69573E+00
  7.95425E+01 -1.95717E+02  4.54650E+00
  7.97426E+01 -1.95517E+02  3.71488E+00
  7.99426E+01 -1.95317E+02  3.42911E+00
  8.01426E+01 -1.95117E+02  3.79868E+00
  8.03427E+01 -1.94917E+02  2.63670E+00
  8.05427E+01 -1.94717E+02 -1.27456E+00
  8.07427E+01 -1.94517E+02 -2.80253E+00
  8.09427E+01 -1.94317E+02 -1.98720E+00
  8.11428E+01 -1.94117E+02 -2.76910E+00
  8.13428E+01 -1.93917E+02 -3.01954E+00
  8.15428E+01 -1.93717E+02 -3.14153E+00
  8.17429E+01 -1.93517E+02 -3.92437E+00
  8.19429E+01 -1.93317E+02 -6.97337E+00
  8.21429E+01 -1.93117E+02 -9.73920E+00
  8.23429E+01 -1.92917E+02 -8.57617E+00
  8.25430E+01 -1.92717E+02 -8.72649E+00
  8.27430E+01 -1.92517E+02 -1.05031E+01
  8.29430E+01 -1.92316E+02 -1.06964E+01
  8.31431E+01 -1.92116E+02 -1.26865E+01
  8.33431E+01 -1.91916E+02 -1.63909E+01
  8.35431E+01 -1.91716E+02 -1.61960E+01
  8.37431E+01 -1.91516E+02 -1.49517E+01
  8.39432E+01 -1.91316E+02 -1.58995E+01
  8.41432E+01 -1.91116E+02 -1.70506E+01
  8.43432E+01 -1.90916E+02 -1.64462E+01
  8.45433E+01 -1.90716E+02 -1.75243E+01
  8.47433E+01 -1.90516E+02 -1.96010E+01
  8.49433E+01 -1.90316E+02 -1.85121E+01
  8.51433E+01 -1.90116E+02 -1.66239E+01
  8.53434E+01 -1.89916E+02 -1.69861E+01
  8.55434E+01 -1.89716E+02 -1.85421E+01
  8.57434E+01 -1.89516E+02 -2.00224E+01
  8.59434E+01 -1.89316E+02 -2.07435E+01
  8.61435E+01 -1.89116E+02 -1.95894E+01
  8.63435E+01 -1.88916E+02 -1.73633E+01
  8.65435E+01 -1.88716E+02 -1.64203E+01
  8.67436E+01 -1.88516E+02 -1.63758E+01
  8.69436E+01 -1.88316E+02 -1.85571E+01
  8.71436E+01 -1.88116E+02 -1.80234E+01
  8.73437E+01 -1.87916E+02 -1.58009E+01
  8.75437E+01 -1.87716E+02 -1.34474E+01
  8.77437E+01 -1.87516E+02 -1.24739E+01
  8.79437E+01 -1.87316E+02 -1.13898E+01
  8.81438E+01 -1.87116E+02 -8.50461E+00
  8.83438E+01 -1.86916E+02 -8.98122E+00
  8.85438E+01 -1.86716E+02 -1.14701E+01
  8.87439E+01 -1.86516E+02 -1.11671E+01
  8.89439E+01 -1.86316E+02 -8.02174E+00
  8.91439E+01 -1.86116E+02 -6.14158E+00
  8.93439E+01 -1.85916E+02 -6.87907E+00
  8.95440E+01 -1.85716E+02 -7.92165E+00
  8.97440E+01 -1.85516E+02 -8.70091E+00
  8.99440E+01 -1.85315E+02 -1.01320E+01
  9.01440E+01 -1.85115E+02 -8.77240E+00
  9.03441E+01 -1.84915E+02 -5.92594E+00
  9.05441E+01 -1.84715E+02 -4.61695E+00
  9.07441E+01 -1.84515E+02 -3.61247E+00
  9.09442E+01 -1.84315E+02 -1.11688E+00
  9.11442E+01 -1.84115E+02 -1.26210E-01
  9.13442E+01 -1.83915E+02  1.16492E+00
  9.15443E+01 -1.83715E+02  2.90438E+00
  9.17443E+01 -1.83515E+02  3.76505E+00
  9.19443E+01 -1.83315E+02  4.93745E+00
  9.21443E+01 -1.83115E+02  6.92755E+00
  9.23444E+01 -1.82915E+02  8.60925E+00
  9.25444E+01 -1.82715E+02  8.39372E+00
  9.27444E+01 -1.82515E+02  7.90994E+00
  9.29445E+01 -1.82315E+02  8.82198E+00
  9.31445E+01 -1.82115E+02  1.14521E+01
  9.33445E+01 -1.81915E+02  1.39024E+01
  9.35445E+01 -1.81715E+02  1.48664E+01
  9.37446E+01 -1.81515E+02  1.37046E+01
  9.39446E+01 -1.81315E+02  1.19532E+01
  9.41446E+01 -1.81115E+02  1.30470E+01
  9.43446E+01 -1.80915E+02  1.45458E+01
  9.45447E+01 -1.80715E+02  1.23297E+01
  9.47447E+01 -1.80515E+02  9.17420E+00
  9.49447E+01 -1.80315E+02  6.55852E+00
  9.51448E+01 -1.80115E+02  3.17099E+00
  9.53448E+01 -1.79915E+02  3.48267E+00
  9.55448E+01 -1.79715E+02  3.40489E+00
  9.57449E+01 -1.79515E+02  1.42964E+00
  9.59449E+01 -1.79315E+02  8.88799E-01
  9.61449E+01 -1.79115E+02  3.61762E+00
  9.63449E+01 -1.78915E+02  7.57268E+00
  9.65450E+01 -1.78715E+02  4.13077E+00
  9.67450E+01 -1.78515E+02  2.61607E+00
  9.69450E+01 -1.78314E+02  3.72617E+00
  9.71450E+01 -1.78114E+02  3.54287E+00
  9.73451E+01 -1.77914E+02  5.55902E+00
  9.75451E+01 -1.77714E+02  7.24900E+00
  9.77451E+01 -1.77514E+02  1.04369E+01
  9.79452E+01 -1.77314E+02  1.44629E+01
  9.81452E+01 -1.77114E+02  1.64198E+01
  9.83452E+01 -1.76914E+02  1.96667E+01
