#    Tpb[ms]      Tbh[ms]      Dh+[cm]
  4.76881E+00 -2.61654E+02 -5.29500E+00
  5.16887E+00 -2.61254E+02 -7.00743E+00
  5.56892E+00 -2.60854E+02 -3.10956E+00
  5.96898E+00 -2.60454E+02  2.84848E+00
  6.36904E+00 -2.60054E+02 -3.58080E+00
  6.76909E+00 -2.59654E+02 -1.79595E+00
  7.16915E+00 -2.59254E+02 -5.15392E+00
  7.56921E+00 -2.58854E+02 -1.11654E+01
  7.96927E+00 -2.58454E+02 -2.79412E+01
  8.36932E+00 -2.58054E+02 -3.86768E+01
  8.76938E+00 -2.57654E+02 -4.38466E+01
  9.16944E+00 -2.57254E+02 -2.91448E+01
  9.56950E+00 -2.56854E+02  3.65047E+01
  9.96955E+00 -2.56454E+02  6.59078E+01
  1.03696E+01 -2.56054E+02  5.93864E+01
  1.07697E+01 -2.55654E+02  6.19566E+01
  1.11697E+01 -2.55254E+02  6.98999E+01
  1.15698E+01 -2.54854E+02  5.55872E+01
  1.19698E+01 -2.54453E+02  5.81001E+01
  1.23699E+01 -2.54053E+02  3.36823E+01
  1.27700E+01 -2.53653E+02 -4.02902E+00
  1.31700E+01 -2.53253E+02 -3.09443E+01
  1.35701E+01 -2.52853E+02 -2.80684E+01
  1.39701E+01 -2.52453E+02 -1.95868E+01
  1.43702E+01 -2.52053E+02 -2.39506E+01
  1.47702E+01 -2.51653E+02 -4.93747E+01
  1.51703E+01 -2.51253E+02 -7.22661E+01
  1.55703E+01 -2.50853E+02 -7.50183E+01
  1.59704E+01 -2.50453E+02 -6.18655E+01
  1.63705E+01 -2.50053E+02 -6.67396E+01
  1.67705E+01 -2.49653E+02 -7.23353E+01
  1.71706E+01 -2.49253E+02 -6.99419E+01
  1.75706E+01 -2.48853E+02 -4.65060E+01
  1.79707E+01 -2.48453E+02 -3.40792E+01
  1.83707E+01 -2.48053E+02 -3.26475E+01
  1.87708E+01 -2.47652E+02 -3.92441E+01
  1.91709E+01 -2.47252E+02 -2.91815E+01
  1.95709E+01 -2.46852E+02 -1.50105E+01
  1.99710E+01 -2.46452E+02  2.89070E+00
  2.03710E+01 -2.46052E+02  2.22389E+01
  2.07711E+01 -2.45652E+02  4.04564E+01
  2.11711E+01 -2.45252E+02  5.80524E+01
  2.15712E+01 -2.44852E+02  7.49732E+01
  2.19713E+01 -2.44452E+02  8.68171E+01
  2.23713E+01 -2.44052E+02  1.00704E+02
  2.27714E+01 -2.43652E+02  1.01772E+02
  2.31714E+01 -2.43252E+02  9.76981E+01
  2.35715E+01 -2.42852E+02  9.02383E+01
  2.39715E+01 -2.42452E+02  8.03509E+01
  2.43716E+01 -2.42052E+02  6.53645E+01
  2.47717E+01 -2.41652E+02  4.85600E+01
  2.51717E+01 -2.41252E+02  3.06000E+01
  2.55718E+01 -2.40852E+02  1.25486E+01
  2.59718E+01 -2.40451E+02 -8.39299E+00
  2.63719E+01 -2.40051E+02 -2.63266E+01
  2.67719E+01 -2.39651E+02 -3.48439E+01
  2.71720E+01 -2.39251E+02 -4.86871E+01
  2.75721E+01 -2.38851E+02 -7.02174E+01
  2.79721E+01 -2.38451E+02 -8.49636E+01
  2.83722E+01 -2.38051E+02 -1.04531E+02
  2.87722E+01 -2.37651E+02 -1.11457E+02
  2.91723E+01 -2.37251E+02 -1.13814E+02
  2.95723E+01 -2.36851E+02 -1.07393E+02
  2.99724E+01 -2.36451E+02 -9.78360E+01
  3.03725E+01 -2.36051E+02 -8.27865E+01
  3.07725E+01 -2.35651E+02 -6.90565E+01
  3.11726E+01 -2.35251E+02 -5.28440E+01
  3.15726E+01 -2.34851E+02 -4.22168E+01
  3.19727E+01 -2.34451E+02 -2.69925E+01
  3.23727E+01 -2.34051E+02 -5.92600E+00
  3.27728E+01 -2.33650E+02  2.04477E+01
  3.31729E+01 -2.33250E+02  4.22330E+01
  3.35729E+01 -2.32850E+02  5.30844E+01
  3.39730E+01 -2.32450E+02  5.21777E+01
  3.43730E+01 -2.32050E+02  5.39188E+01
  3.47731E+01 -2.31650E+02  6.03079E+01
  3.51731E+01 -2.31250E+02  7.07435E+01
  3.55732E+01 -2.30850E+02  8.51663E+01
  3.59733E+01 -2.30450E+02  9.33019E+01
  3.63733E+01 -2.30050E+02  1.05524E+02
  3.67734E+01 -2.29650E+02  6.95673E+01
  3.71734E+01 -2.29250E+02  5.50728E+01
  3.75735E+01 -2.28850E+02  4.12207E+01
  3.79735E+01 -2.28450E+02  3.60058E+01
  3.83736E+01 -2.28050E+02  2.56050E+01
  3.87737E+01 -2.27650E+02  1.10257E+01
  3.91737E+01 -2.27250E+02  2.84341E-01
  3.95738E+01 -2.26850E+02 -4.94981E+00
  3.99738E+01 -2.26449E+02 -5.63103E-01
  4.03739E+01 -2.26049E+02  8.21974E-01
  4.07739E+01 -2.25649E+02 -2.49344E+00
  4.11740E+01 -2.25249E+02 -9.45605E-01
  4.15741E+01 -2.24849E+02 -4.50071E+00
  4.19741E+01 -2.24449E+02 -8.47128E+00
  4.23742E+01 -2.24049E+02 -1.68773E+01
  4.27742E+01 -2.23649E+02 -2.56614E+01
  4.31743E+01 -2.23249E+02 -2.47666E+01
  4.35743E+01 -2.22849E+02 -2.90241E+01
  4.39744E+01 -2.22449E+02 -3.02262E+01
  4.43745E+01 -2.22049E+02 -2.56122E+01
  4.47745E+01 -2.21649E+02 -2.39352E+01
  4.51746E+01 -2.21249E+02 -3.08109E+01
  4.55746E+01 -2.20849E+02 -2.96130E+01
  4.59747E+01 -2.20449E+02 -3.95276E+01
  4.63747E+01 -2.20049E+02 -4.17587E+01
  4.67748E+01 -2.19648E+02 -4.18409E+01
  4.71749E+01 -2.19248E+02 -3.35105E+01
  4.75749E+01 -2.18848E+02 -2.79883E+01
  4.79750E+01 -2.18448E+02 -2.20633E+01
  4.83750E+01 -2.18048E+02 -1.74487E+01
  4.87751E+01 -2.17648E+02 -9.51910E+00
  4.91751E+01 -2.17248E+02 -1.47235E-01
  4.95752E+01 -2.16848E+02  8.63279E+00
  4.99753E+01 -2.16448E+02  1.76768E+01
  5.03753E+01 -2.16048E+02  1.78180E+01
  5.07754E+01 -2.15648E+02  2.41727E+01
  5.11754E+01 -2.15248E+02  2.41528E+01
  5.15755E+01 -2.14848E+02  2.25293E+01
  5.19755E+01 -2.14448E+02  2.27292E+01
  5.23756E+01 -2.14048E+02  2.12166E+01
  5.27757E+01 -2.13648E+02  1.97507E+01
  5.31757E+01 -2.13248E+02  1.39767E+01
  5.35758E+01 -2.12848E+02  1.22745E+01
  5.39758E+01 -2.12447E+02  1.07201E+01
  5.43759E+01 -2.12047E+02  4.82314E+00
  5.47759E+01 -2.11647E+02  4.34306E+00
  5.51760E+01 -2.11247E+02  7.79191E+00
  5.55761E+01 -2.10847E+02  2.79239E+01
  5.59761E+01 -2.10447E+02  2.21313E+01
  5.63762E+01 -2.10047E+02  1.69161E+01
  5.67762E+01 -2.09647E+02  1.98560E+01
  5.71763E+01 -2.09247E+02  2.30108E+01
  5.75763E+01 -2.08847E+02  1.65473E+01
  5.79764E+01 -2.08447E+02  2.04287E+01
  5.83765E+01 -2.08047E+02  2.51558E+01
  5.87765E+01 -2.07647E+02  2.18422E+01
  5.91766E+01 -2.07247E+02  2.22112E+01
  5.95766E+01 -2.06847E+02  1.84668E+01
  5.99767E+01 -2.06447E+02  1.55032E+01
  6.03767E+01 -2.06047E+02  1.11737E+01
  6.07768E+01 -2.05646E+02  6.68565E+00
  6.11769E+01 -2.05246E+02 -1.25814E+00
  6.15769E+01 -2.04846E+02 -7.24895E+00
  6.19770E+01 -2.04446E+02 -1.45021E+01
  6.23770E+01 -2.04046E+02 -2.10244E+01
  6.27771E+01 -2.03646E+02 -2.20706E+01
  6.31771E+01 -2.03246E+02 -2.24680E+01
  6.35772E+01 -2.02846E+02 -2.55024E+01
  6.39773E+01 -2.02446E+02 -2.42692E+01
  6.43773E+01 -2.02046E+02 -3.13366E+01
  6.47774E+01 -2.01646E+02 -2.83139E+01
  6.51774E+01 -2.01246E+02 -3.15192E+01
  6.55775E+01 -2.00846E+02 -3.17932E+01
  6.59775E+01 -2.00446E+02 -2.84347E+01
  6.63776E+01 -2.00046E+02 -3.06850E+01
  6.67777E+01 -1.99646E+02 -3.07489E+01
  6.71777E+01 -1.99246E+02 -2.74736E+01
  6.75778E+01 -1.98846E+02 -2.30271E+01
  6.79778E+01 -1.98445E+02 -2.35517E+01
  6.83779E+01 -1.98045E+02 -1.55680E+01
  6.87779E+01 -1.97645E+02 -1.56507E+01
  6.91780E+01 -1.97245E+02 -1.06611E+01
  6.95780E+01 -1.96845E+02 -2.10159E+00
  6.99781E+01 -1.96445E+02  2.83706E+00
  7.03782E+01 -1.96045E+02  6.23986E+00
  7.07782E+01 -1.95645E+02  1.24403E+01
  7.11783E+01 -1.95245E+02  1.80305E+01
  7.15783E+01 -1.94845E+02  1.51841E+01
  7.19784E+01 -1.94445E+02  1.80035E+01
  7.23784E+01 -1.94045E+02  2.19176E+01
  7.27785E+01 -1.93645E+02  2.22642E+01
  7.31786E+01 -1.93245E+02  1.85616E+01
  7.35786E+01 -1.92845E+02  2.11860E+01
  7.39787E+01 -1.92445E+02  1.73107E+01
  7.43787E+01 -1.92045E+02  1.76260E+01
  7.47788E+01 -1.91644E+02  1.30166E+01
  7.51789E+01 -1.91244E+02  8.60855E+00
  7.55789E+01 -1.90844E+02  2.95895E+00
  7.59790E+01 -1.90444E+02  1.46973E+01
  7.63790E+01 -1.90044E+02  9.41658E+00
  7.67791E+01 -1.89644E+02  1.42762E+01
  7.71791E+01 -1.89244E+02  3.21306E+00
  7.75792E+01 -1.88844E+02  1.10535E+01
  7.79792E+01 -1.88444E+02  1.04460E+01
  7.83793E+01 -1.88044E+02  1.00546E+01
  7.87794E+01 -1.87644E+02  1.40036E+01
  7.91794E+01 -1.87244E+02  1.15641E+01
  7.95795E+01 -1.86844E+02  1.27055E+01
  7.99795E+01 -1.86444E+02  7.69262E+00
  8.03796E+01 -1.86044E+02  6.24768E+00
  8.07796E+01 -1.85644E+02  3.99639E+00
  8.11797E+01 -1.85244E+02 -3.10713E+00
  8.15798E+01 -1.84844E+02 -3.57612E+00
  8.19798E+01 -1.84443E+02 -2.40646E+00
  8.23799E+01 -1.84043E+02 -6.11705E+00
  8.27799E+01 -1.83643E+02 -8.94361E+00
  8.31800E+01 -1.83243E+02 -7.41160E+00
  8.35800E+01 -1.82843E+02 -8.17221E+00
  8.39801E+01 -1.82443E+02 -1.17715E+01
  8.43802E+01 -1.82043E+02 -6.95528E+00
  8.47802E+01 -1.81643E+02 -1.08787E+01
  8.51803E+01 -1.81243E+02 -8.38822E+00
  8.55803E+01 -1.80843E+02 -1.08053E+01
  8.59804E+01 -1.80443E+02 -9.77398E+00
  8.63805E+01 -1.80043E+02 -1.11001E+01
  8.67805E+01 -1.79643E+02 -8.79447E+00
  8.71806E+01 -1.79243E+02 -1.11475E+01
  8.75806E+01 -1.78843E+02 -7.88641E+00
  8.79807E+01 -1.78443E+02 -9.00974E+00
  8.83807E+01 -1.78043E+02 -9.11586E+00
  8.87808E+01 -1.77643E+02 -8.36931E+00
  8.91808E+01 -1.77242E+02 -8.88425E+00
  8.95809E+01 -1.76842E+02 -1.06870E+01
  8.99810E+01 -1.76442E+02 -1.04666E+01
  9.03810E+01 -1.76042E+02 -8.72519E+00
  9.07811E+01 -1.75642E+02 -5.77855E+00
  9.11811E+01 -1.75242E+02 -3.46987E+00
  9.15812E+01 -1.74842E+02 -6.13374E+00
  9.19812E+01 -1.74442E+02  7.57321E-01
  9.23813E+01 -1.74042E+02  2.26813E+00
  9.27814E+01 -1.73642E+02  2.69241E+00
  9.31814E+01 -1.73242E+02  3.17822E+00
  9.35815E+01 -1.72842E+02  4.26354E+00
  9.39815E+01 -1.72442E+02  2.99893E+00
  9.43816E+01 -1.72042E+02  7.11905E+00
  9.47816E+01 -1.71642E+02  7.53284E+00
  9.51817E+01 -1.71242E+02  7.52432E+00
  9.55818E+01 -1.70842E+02  3.59705E+00
  9.59818E+01 -1.70441E+02  4.46526E+00
  9.63819E+01 -1.70041E+02  4.15085E+00
  9.67819E+01 -1.69641E+02  4.14894E+00
  9.71820E+01 -1.69241E+02  3.38376E+00
  9.75820E+01 -1.68841E+02  3.16593E+00
  9.79821E+01 -1.68441E+02  7.12105E+00
  9.83822E+01 -1.68041E+02  7.04660E+00
  9.87822E+01 -1.67641E+02  9.38850E+00
  9.91823E+01 -1.67241E+02  8.09578E+00
  9.95823E+01 -1.66841E+02  1.05434E+01
  9.99824E+01 -1.66441E+02  1.25337E+01
  1.00382E+02 -1.66041E+02  1.08915E+01
  1.00783E+02 -1.65641E+02  8.00016E+00
  1.01183E+02 -1.65241E+02  8.89264E+00
  1.01583E+02 -1.64841E+02  7.53308E+00
  1.01983E+02 -1.64441E+02  6.78605E+00
  1.02383E+02 -1.64041E+02  1.70208E+00
  1.02783E+02 -1.63641E+02  5.47871E+00
  1.03183E+02 -1.63240E+02  2.59147E+00
  1.03583E+02 -1.62840E+02 -1.96500E-01
  1.03983E+02 -1.62440E+02 -3.61057E+00
  1.04383E+02 -1.62040E+02 -3.99295E+00
  1.04783E+02 -1.61640E+02 -1.86977E+00
  1.05183E+02 -1.61240E+02 -4.05759E+00
  1.05583E+02 -1.60840E+02 -6.28565E+00
  1.05983E+02 -1.60440E+02 -6.48341E+00
  1.06383E+02 -1.60040E+02 -6.13313E+00
  1.06783E+02 -1.59640E+02 -5.39775E+00
  1.07183E+02 -1.59240E+02 -7.13359E+00
  1.07583E+02 -1.58840E+02 -7.87602E+00
  1.07984E+02 -1.58440E+02 -8.34256E+00
  1.08384E+02 -1.58040E+02 -9.14295E+00
  1.08784E+02 -1.57640E+02 -3.39089E+00
  1.09184E+02 -1.57240E+02 -6.28537E+00
  1.09584E+02 -1.56840E+02 -7.89275E+00
  1.09984E+02 -1.56439E+02 -8.48595E+00
  1.10384E+02 -1.56039E+02 -2.03845E+00
  1.10784E+02 -1.55639E+02 -2.50343E+00
  1.11184E+02 -1.55239E+02 -5.79459E+00
  1.11584E+02 -1.54839E+02 -5.01680E+00
  1.11984E+02 -1.54439E+02 -2.33293E+00
  1.12384E+02 -1.54039E+02  5.96050E-01
  1.12784E+02 -1.53639E+02 -8.86481E-01
  1.13184E+02 -1.53239E+02  6.19332E-01
  1.13584E+02 -1.52839E+02  2.72557E+00
  1.13984E+02 -1.52439E+02  2.91802E-01
  1.14384E+02 -1.52039E+02  3.67910E+00
  1.14785E+02 -1.51639E+02  4.85699E+00
  1.15185E+02 -1.51239E+02  6.70314E+00
  1.15585E+02 -1.50839E+02  3.60522E+00
  1.15985E+02 -1.50439E+02  5.11363E+00
  1.16385E+02 -1.50039E+02  1.63494E+00
  1.16785E+02 -1.49639E+02  4.69054E+00
  1.17185E+02 -1.49238E+02  4.47105E+00
  1.17585E+02 -1.48838E+02  1.51832E+00
  1.17985E+02 -1.48438E+02 -1.15462E+00
  1.18385E+02 -1.48038E+02  7.09611E-01
  1.18785E+02 -1.47638E+02  4.35260E+00
  1.19185E+02 -1.47238E+02  1.70564E+00
  1.19585E+02 -1.46838E+02  9.53839E-01
  1.19985E+02 -1.46438E+02 -1.73683E-01
  1.20385E+02 -1.46038E+02  2.05184E+00
  1.20785E+02 -1.45638E+02  5.85014E+00
  1.21185E+02 -1.45238E+02  3.73826E+00
  1.21585E+02 -1.44838E+02  7.05102E-01
  1.21986E+02 -1.44438E+02  1.43422E+00
  1.22386E+02 -1.44038E+02  4.18469E+00
  1.22786E+02 -1.43638E+02  4.80811E+00
  1.23186E+02 -1.43238E+02  7.56581E+00
  1.23586E+02 -1.42838E+02  6.22821E-01
  1.23986E+02 -1.42437E+02  3.84112E+00
  1.24386E+02 -1.42037E+02  5.59578E+00
  1.24786E+02 -1.41637E+02  3.65563E+00
  1.25186E+02 -1.41237E+02 -1.03785E+00
  1.25586E+02 -1.40837E+02 -1.17878E+00
  1.25986E+02 -1.40437E+02  2.56609E+00
  1.26386E+02 -1.40037E+02  1.30625E+00
  1.26786E+02 -1.39637E+02 -5.34473E+00
  1.27186E+02 -1.39237E+02 -5.78574E+00
  1.27586E+02 -1.38837E+02 -4.00635E+00
  1.27986E+02 -1.38437E+02 -3.31028E+00
  1.28386E+02 -1.38037E+02 -4.37998E+00
  1.28786E+02 -1.37637E+02 -8.86135E+00
  1.29187E+02 -1.37237E+02 -5.90242E+00
  1.29587E+02 -1.36837E+02 -4.62395E+00
  1.29987E+02 -1.36437E+02 -3.70859E+00
  1.30387E+02 -1.36037E+02 -6.58783E+00
  1.30787E+02 -1.35637E+02 -4.38929E+00
  1.31187E+02 -1.35236E+02 -8.28700E-01
  1.31587E+02 -1.34836E+02 -1.93625E+00
  1.31987E+02 -1.34436E+02 -2.77160E+00
  1.32387E+02 -1.34036E+02 -2.75110E+00
  1.32787E+02 -1.33636E+02  3.21038E+00
  1.33187E+02 -1.33236E+02  6.86835E-02
  1.33587E+02 -1.32836E+02  7.78330E-01
  1.33987E+02 -1.32436E+02  1.81463E+00
  1.34387E+02 -1.32036E+02  3.80915E+00
  1.34787E+02 -1.31636E+02  6.70868E+00
  1.35187E+02 -1.31236E+02  3.21612E+00
  1.35587E+02 -1.30836E+02  9.28725E-01
  1.35988E+02 -1.30436E+02  2.00716E-02
  1.36388E+02 -1.30036E+02  4.79323E+00
  1.36788E+02 -1.29636E+02 -2.56273E-01
  1.37188E+02 -1.29236E+02 -3.76931E+00
  1.37588E+02 -1.28836E+02 -3.22983E+00
  1.37988E+02 -1.28435E+02 -3.25636E+00
  1.38388E+02 -1.28035E+02  3.41682E+00
  1.38788E+02 -1.27635E+02 -8.78378E-01
  1.39188E+02 -1.27235E+02 -2.55143E+00
  1.39588E+02 -1.26835E+02  1.33138E+00
  1.39988E+02 -1.26435E+02  6.53314E+00
  1.40388E+02 -1.26035E+02  1.32692E+01
  1.40788E+02 -1.25635E+02  5.72301E+00
  1.41188E+02 -1.25235E+02 -2.48281E+00
  1.41588E+02 -1.24835E+02 -6.15500E+00
  1.41988E+02 -1.24435E+02  2.91701E-01
  1.42388E+02 -1.24035E+02  7.95427E+00
  1.42788E+02 -1.23635E+02 -8.71926E-01
  1.43189E+02 -1.23235E+02 -4.79198E+00
  1.43589E+02 -1.22835E+02 -1.01031E+00
  1.43989E+02 -1.22435E+02  3.16900E+00
  1.44389E+02 -1.22035E+02  2.61607E+00
  1.44789E+02 -1.21635E+02  4.67788E+00
  1.45189E+02 -1.21234E+02  6.02692E-01
  1.45589E+02 -1.20834E+02 -6.11307E-02
  1.45989E+02 -1.20434E+02  6.49415E+00
  1.46389E+02 -1.20034E+02  6.60935E-01
  1.46789E+02 -1.19634E+02 -1.14890E+00
  1.47189E+02 -1.19234E+02 -4.62142E+00
  1.47589E+02 -1.18834E+02 -8.80341E-02
  1.47989E+02 -1.18434E+02  4.80103E+00
  1.48389E+02 -1.18034E+02 -9.87384E-01
  1.48789E+02 -1.17634E+02 -5.32190E+00
  1.49189E+02 -1.17234E+02  6.99462E-01
  1.49589E+02 -1.16834E+02  4.04972E+00
  1.49990E+02 -1.16434E+02 -6.92189E-01
  1.50390E+02 -1.16034E+02 -4.96895E+00
  1.50790E+02 -1.15634E+02 -6.33680E+00
  1.51190E+02 -1.15234E+02 -6.85450E+00
  1.51590E+02 -1.14834E+02 -2.83864E+00
  1.51990E+02 -1.14433E+02 -9.64295E+00
  1.52390E+02 -1.14033E+02 -1.49981E+01
  1.52790E+02 -1.13633E+02 -1.35212E+01
  1.53190E+02 -1.13233E+02 -6.14285E+00
  1.53590E+02 -1.12833E+02 -2.39302E-01
  1.53990E+02 -1.12433E+02 -3.04597E+00
  1.54390E+02 -1.12033E+02  1.38739E-01
  1.54790E+02 -1.11633E+02  3.65100E+00
  1.55190E+02 -1.11233E+02  4.21203E+00
  1.55590E+02 -1.10833E+02  7.30285E+00
  1.55990E+02 -1.10433E+02 -1.80731E+00
  1.56390E+02 -1.10033E+02  3.83224E+00
  1.56790E+02 -1.09633E+02  5.59060E+00
  1.57191E+02 -1.09233E+02  1.98885E+00
  1.57591E+02 -1.08833E+02 -4.28638E+00
  1.57991E+02 -1.08433E+02 -5.44066E+00
  1.58391E+02 -1.08033E+02  3.24831E+00
  1.58791E+02 -1.07633E+02  6.07529E+00
  1.59191E+02 -1.07232E+02  4.86084E-01
  1.59591E+02 -1.06832E+02  1.10493E+00
  1.59991E+02 -1.06432E+02  5.12101E-01
  1.60391E+02 -1.06032E+02  7.50453E+00
  1.60791E+02 -1.05632E+02  3.65865E+00
  1.61191E+02 -1.05232E+02  1.80085E+00
  1.61591E+02 -1.04832E+02  1.25780E+00
  1.61991E+02 -1.04432E+02  7.55453E+00
  1.62391E+02 -1.04032E+02  8.59407E+00
  1.62791E+02 -1.03632E+02  5.87230E+00
  1.63191E+02 -1.03232E+02 -4.76612E-01
  1.63591E+02 -1.02832E+02 -9.40498E-01
  1.63992E+02 -1.02432E+02  2.00343E+00
  1.64392E+02 -1.02032E+02  1.98205E+00
  1.64792E+02 -1.01632E+02 -1.36651E+00
  1.65192E+02 -1.01232E+02  5.77286E-01
  1.65592E+02 -1.00832E+02  2.89972E+00
  1.65992E+02 -1.00431E+02  4.32169E+00
  1.66392E+02 -1.00031E+02  1.08706E+00
  1.66792E+02 -9.96314E+01 -4.64965E+00
  1.67192E+02 -9.92313E+01 -1.47007E+00
  1.67592E+02 -9.88313E+01 -8.91099E-01
  1.67992E+02 -9.84312E+01  4.92241E+00
  1.68392E+02 -9.80311E+01 -6.31921E+00
  1.68792E+02 -9.76311E+01 -1.12378E+01
  1.69192E+02 -9.72310E+01 -7.43863E+00
  1.69592E+02 -9.68310E+01  1.91792E+00
  1.69992E+02 -9.64309E+01 -8.05769E-01
  1.70392E+02 -9.60309E+01 -7.28441E+00
  1.70792E+02 -9.56308E+01 -1.05042E+01
  1.71193E+02 -9.52307E+01 -4.82446E+00
  1.71593E+02 -9.48307E+01  8.73299E+00
  1.71993E+02 -9.44306E+01  5.23484E+00
  1.72393E+02 -9.40306E+01 -6.44258E+00
  1.72793E+02 -9.36305E+01 -2.17229E+01
  1.73193E+02 -9.32305E+01 -1.21993E+01
  1.73593E+02 -9.28304E+01  9.44061E+00
  1.73993E+02 -9.24303E+01  1.45016E+01
  1.74393E+02 -9.20303E+01  1.02115E+01
  1.74793E+02 -9.16302E+01  2.84404E-01
  1.75193E+02 -9.12302E+01  1.07805E-01
  1.75593E+02 -9.08301E+01  9.77365E+00
  1.75993E+02 -9.04301E+01  4.87223E+00
  1.76393E+02 -9.00300E+01  8.25184E+00
  1.76793E+02 -8.96299E+01 -8.03416E+00
  1.77193E+02 -8.92299E+01 -2.06136E+00
  1.77593E+02 -8.88298E+01  1.08956E+00
  1.77994E+02 -8.84298E+01  3.43298E+00
  1.78394E+02 -8.80297E+01  3.66499E+00
  1.78794E+02 -8.76297E+01  3.75647E+00
  1.79194E+02 -8.72296E+01 -6.82996E+00
  1.79594E+02 -8.68295E+01 -6.35012E+00
  1.79994E+02 -8.64295E+01  4.44318E-01
  1.80394E+02 -8.60294E+01  3.59655E+00
  1.80794E+02 -8.56294E+01 -2.79991E+00
  1.81194E+02 -8.52293E+01 -3.32684E+00
  1.81594E+02 -8.48293E+01 -7.36886E+00
  1.81994E+02 -8.44292E+01 -1.46949E+00
  1.82394E+02 -8.40291E+01 -3.27085E+00
  1.82794E+02 -8.36291E+01  2.31090E+00
  1.83194E+02 -8.32290E+01  6.25874E+00
  1.83594E+02 -8.28290E+01  1.59457E+00
  1.83994E+02 -8.24289E+01  2.13651E+00
  1.84394E+02 -8.20289E+01 -7.47093E+00
  1.84794E+02 -8.16288E+01  7.67222E+00
  1.85195E+02 -8.12287E+01  4.46856E+00
  1.85595E+02 -8.08287E+01  1.72686E+00
  1.85995E+02 -8.04286E+01 -6.98331E+00
  1.86395E+02 -8.00286E+01 -1.87707E+00
  1.86795E+02 -7.96285E+01  1.41093E+00
  1.87195E+02 -7.92285E+01  3.61158E+00
  1.87595E+02 -7.88284E+01  2.48818E+00
  1.87995E+02 -7.84283E+01  1.92826E+00
  1.88395E+02 -7.80283E+01  5.25126E+00
  1.88795E+02 -7.76282E+01 -2.36905E+00
  1.89195E+02 -7.72282E+01 -2.38910E+00
  1.89595E+02 -7.68281E+01 -1.36271E+00
  1.89995E+02 -7.64281E+01  3.25696E-01
  1.90395E+02 -7.60280E+01  3.40861E-01
  1.90795E+02 -7.56279E+01 -1.72504E+00
  1.91195E+02 -7.52279E+01 -7.43003E+00
  1.91595E+02 -7.48278E+01 -1.01445E+01
  1.91996E+02 -7.44278E+01 -9.42227E+00
  1.92396E+02 -7.40277E+01 -2.83250E+00
  1.92796E+02 -7.36277E+01  6.48650E+00
  1.93196E+02 -7.32276E+01  1.72819E+00
  1.93596E+02 -7.28275E+01  1.28535E+00
  1.93996E+02 -7.24275E+01 -1.51728E-02
  1.94396E+02 -7.20274E+01  5.46269E-01
  1.94796E+02 -7.16274E+01  6.78917E+00
  1.95196E+02 -7.12273E+01  1.01905E+01
  1.95596E+02 -7.08273E+01  9.12814E+00
  1.95996E+02 -7.04272E+01  7.51745E+00
  1.96396E+02 -7.00271E+01  9.40684E+00
  1.96796E+02 -6.96271E+01  5.89224E+00
  1.97196E+02 -6.92270E+01  3.17506E+00
  1.97596E+02 -6.88270E+01 -1.93356E+00
