#    Tpb[ms]      Tbh[ms]      Dh+[cm]
  2.07061E+02  3.04714E+01  9.34985E-03
  2.07081E+02  3.04915E+01  9.36805E-03
  2.07101E+02  3.05116E+01  8.05979E-03
  2.07121E+02  3.05317E+01  8.37075E-03
  2.07141E+02  3.05518E+01  5.00178E-03
  2.07161E+02  3.05719E+01 -3.35450E-04
  2.07181E+02  3.05920E+01 -7.91068E-03
  2.07202E+02  3.06121E+01 -9.28475E-03
  2.07222E+02  3.06322E+01 -1.56774E-02
  2.07242E+02  3.06523E+01 -2.26843E-02
  2.07262E+02  3.06724E+01 -3.52560E-02
  2.07282E+02  3.06925E+01 -4.22876E-02
  2.07302E+02  3.07126E+01 -4.81169E-02
  2.07322E+02  3.07327E+01 -5.45488E-02
  2.07342E+02  3.07528E+01 -6.04599E-02
  2.07362E+02  3.07729E+01 -7.01448E-02
  2.07382E+02  3.07930E+01 -7.41920E-02
  2.07403E+02  3.08131E+01 -7.93724E-02
  2.07423E+02  3.08332E+01 -8.10914E-02
  2.07443E+02  3.08533E+01 -8.52365E-02
  2.07463E+02  3.08734E+01 -8.44628E-02
  2.07483E+02  3.08935E+01 -8.57611E-02
  2.07503E+02  3.09136E+01 -8.81160E-02
  2.07523E+02  3.09337E+01 -8.81338E-02
  2.07543E+02  3.09538E+01 -8.51738E-02
  2.07563E+02  3.09739E+01 -8.34126E-02
  2.07583E+02  3.09940E+01 -8.25670E-02
  2.07604E+02  3.10141E+01 -8.21679E-02
  2.07624E+02  3.10342E+01 -7.86657E-02
  2.07644E+02  3.10543E+01 -7.55184E-02
  2.07664E+02  3.10744E+01 -7.30959E-02
  2.07684E+02  3.10945E+01 -7.01003E-02
  2.07704E+02  3.11146E+01 -6.43818E-02
  2.07724E+02  3.11347E+01 -5.65221E-02
  2.07744E+02  3.11548E+01 -5.05657E-02
  2.07764E+02  3.11749E+01 -4.41209E-02
  2.07784E+02  3.11950E+01 -3.67508E-02
  2.07805E+02  3.12151E+01 -2.85418E-02
  2.07825E+02  3.12352E+01 -2.24952E-02
  2.07845E+02  3.12553E+01 -1.86778E-02
  2.07865E+02  3.12754E+01 -1.52651E-02
  2.07885E+02  3.12955E+01 -1.26282E-02
  2.07905E+02  3.13156E+01 -1.13413E-02
  2.07925E+02  3.13357E+01 -1.15839E-02
  2.07945E+02  3.13558E+01 -1.15043E-02
  2.07965E+02  3.13759E+01 -1.32892E-02
  2.07985E+02  3.13960E+01 -1.81932E-02
  2.08006E+02  3.14161E+01 -2.64472E-02
  2.08026E+02  3.14362E+01 -3.53939E-02
  2.08046E+02  3.14563E+01 -4.24381E-02
  2.08066E+02  3.14764E+01 -4.68107E-02
  2.08086E+02  3.14965E+01 -5.61475E-02
  2.08106E+02  3.15166E+01 -6.21167E-02
  2.08126E+02  3.15367E+01 -7.05167E-02
  2.08146E+02  3.15568E+01 -7.45040E-02
  2.08166E+02  3.15769E+01 -8.07575E-02
  2.08186E+02  3.15970E+01 -8.68489E-02
  2.08207E+02  3.16171E+01 -9.01508E-02
  2.08227E+02  3.16372E+01 -9.20101E-02
  2.08247E+02  3.16573E+01 -8.90576E-02
  2.08267E+02  3.16774E+01 -9.11132E-02
  2.08287E+02  3.16975E+01 -9.21635E-02
  2.08307E+02  3.17176E+01 -9.43804E-02
  2.08327E+02  3.17377E+01 -9.39256E-02
  2.08347E+02  3.17578E+01 -9.39148E-02
  2.08367E+02  3.17779E+01 -9.20466E-02
  2.08387E+02  3.17980E+01 -8.97657E-02
  2.08408E+02  3.18181E+01 -8.65348E-02
  2.08428E+02  3.18382E+01 -8.34727E-02
  2.08448E+02  3.18583E+01 -8.06151E-02
  2.08468E+02  3.18784E+01 -7.63535E-02
  2.08488E+02  3.18985E+01 -7.41636E-02
  2.08508E+02  3.19186E+01 -7.43180E-02
  2.08528E+02  3.19387E+01 -7.43779E-02
  2.08548E+02  3.19588E+01 -7.22175E-02
  2.08568E+02  3.19789E+01 -7.02142E-02
  2.08588E+02  3.19990E+01 -7.13813E-02
  2.08609E+02  3.20191E+01 -7.21776E-02
  2.08629E+02  3.20392E+01 -7.23325E-02
  2.08649E+02  3.20593E+01 -7.30134E-02
  2.08669E+02  3.20794E+01 -7.58434E-02
  2.08689E+02  3.20995E+01 -7.73897E-02
  2.08709E+02  3.21196E+01 -8.02647E-02
  2.08729E+02  3.21397E+01 -8.38771E-02
  2.08749E+02  3.21598E+01 -8.91488E-02
  2.08769E+02  3.21799E+01 -9.46659E-02
  2.08789E+02  3.22000E+01 -1.00738E-01
  2.08810E+02  3.22201E+01 -1.04020E-01
  2.08830E+02  3.22402E+01 -1.11365E-01
  2.08850E+02  3.22603E+01 -1.15899E-01
  2.08870E+02  3.22804E+01 -1.22812E-01
  2.08890E+02  3.23005E+01 -1.26127E-01
  2.08910E+02  3.23206E+01 -1.28920E-01
  2.08930E+02  3.23407E+01 -1.30081E-01
  2.08950E+02  3.23608E+01 -1.30367E-01
  2.08970E+02  3.23809E+01 -1.29494E-01
  2.08990E+02  3.24010E+01 -1.26496E-01
  2.09011E+02  3.24211E+01 -1.23669E-01
  2.09031E+02  3.24412E+01 -1.22852E-01
  2.09051E+02  3.24613E+01 -1.21737E-01
  2.09071E+02  3.24814E+01 -1.20007E-01
  2.09091E+02  3.25015E+01 -1.15092E-01
  2.09111E+02  3.25216E+01 -1.10196E-01
  2.09131E+02  3.25417E+01 -1.04482E-01
  2.09151E+02  3.25618E+01 -9.76370E-02
  2.09171E+02  3.25819E+01 -9.05549E-02
  2.09191E+02  3.26020E+01 -8.16601E-02
  2.09212E+02  3.26221E+01 -7.44750E-02
  2.09232E+02  3.26422E+01 -6.61282E-02
  2.09252E+02  3.26623E+01 -5.90875E-02
  2.09272E+02  3.26824E+01 -5.55482E-02
  2.09292E+02  3.27025E+01 -5.19075E-02
  2.09312E+02  3.27226E+01 -6.18687E-02
  2.09332E+02  3.27427E+01 -4.31950E-02
  2.09352E+02  3.27628E+01 -4.14414E-02
  2.09372E+02  3.27829E+01 -4.06187E-02
  2.09392E+02  3.28030E+01 -3.69353E-02
  2.09413E+02  3.28231E+01 -3.58230E-02
  2.09433E+02  3.28432E+01 -3.06453E-02
  2.09453E+02  3.28633E+01 -3.08655E-02
  2.09473E+02  3.28834E+01 -2.75825E-02
  2.09493E+02  3.29035E+01 -2.68962E-02
  2.09513E+02  3.29236E+01 -2.95684E-02
  2.09533E+02  3.29437E+01 -3.43379E-02
  2.09553E+02  3.29638E+01 -3.99005E-02
  2.09573E+02  3.29839E+01 -4.16736E-02
  2.09593E+02  3.30040E+01 -4.72925E-02
  2.09614E+02  3.30241E+01 -5.51748E-02
  2.09634E+02  3.30442E+01 -6.15041E-02
  2.09654E+02  3.30643E+01 -6.80897E-02
  2.09674E+02  3.30844E+01 -6.95821E-02
  2.09694E+02  3.31045E+01 -7.84089E-02
  2.09714E+02  3.31246E+01 -8.08658E-02
  2.09734E+02  3.31447E+01 -8.24756E-02
  2.09754E+02  3.31648E+01 -7.88535E-02
  2.09774E+02  3.31849E+01 -7.87459E-02
  2.09794E+02  3.32050E+01 -7.96884E-02
  2.09815E+02  3.32251E+01 -7.88158E-02
  2.09835E+02  3.32452E+01 -7.74143E-02
  2.09855E+02  3.32653E+01 -7.51366E-02
  2.09875E+02  3.32854E+01 -7.30210E-02
  2.09895E+02  3.33055E+01 -6.97354E-02
  2.09915E+02  3.33256E+01 -6.44862E-02
  2.09935E+02  3.33457E+01 -6.13587E-02
  2.09955E+02  3.33658E+01 -5.82488E-02
  2.09975E+02  3.33859E+01 -5.55698E-02
  2.09995E+02  3.34060E+01 -5.17487E-02
  2.10016E+02  3.34261E+01 -4.88427E-02
  2.10036E+02  3.34462E+01 -4.90891E-02
  2.10056E+02  3.34663E+01 -4.93349E-02
  2.10076E+02  3.34864E+01 -4.53706E-02
  2.10096E+02  3.35065E+01 -4.33223E-02
  2.10116E+02  3.35266E+01 -4.12714E-02
  2.10136E+02  3.35467E+01 -4.50314E-02
  2.10156E+02  3.35668E+01 -4.25479E-02
  2.10176E+02  3.35869E+01 -4.17030E-02
  2.10196E+02  3.36070E+01 -4.10241E-02
  2.10217E+02  3.36271E+01 -4.45444E-02
  2.10237E+02  3.36472E+01 -5.02809E-02
  2.10257E+02  3.36673E+01 -5.28120E-02
  2.10277E+02  3.36874E+01 -5.81259E-02
  2.10297E+02  3.37075E+01 -6.26541E-02
  2.10317E+02  3.37276E+01 -6.84808E-02
  2.10337E+02  3.37477E+01 -7.44196E-02
  2.10357E+02  3.37678E+01 -8.05406E-02
  2.10377E+02  3.37879E+01 -9.02039E-02
  2.10397E+02  3.38080E+01 -9.82257E-02
  2.10418E+02  3.38281E+01 -1.02264E-01
  2.10438E+02  3.38482E+01 -1.04667E-01
  2.10458E+02  3.38683E+01 -1.09145E-01
  2.10478E+02  3.38884E+01 -1.14218E-01
  2.10498E+02  3.39085E+01 -1.14544E-01
  2.10518E+02  3.39286E+01 -1.14435E-01
  2.10538E+02  3.39487E+01 -1.14861E-01
  2.10558E+02  3.39688E+01 -1.17640E-01
  2.10578E+02  3.39889E+01 -1.18133E-01
  2.10598E+02  3.40090E+01 -1.17991E-01
  2.10619E+02  3.40291E+01 -1.15531E-01
  2.10639E+02  3.40492E+01 -1.13435E-01
  2.10659E+02  3.40693E+01 -1.07870E-01
  2.10679E+02  3.40894E+01 -1.06341E-01
  2.10699E+02  3.41095E+01 -1.02680E-01
  2.10719E+02  3.41296E+01 -1.02467E-01
  2.10739E+02  3.41497E+01 -9.65186E-02
  2.10759E+02  3.41698E+01 -9.38486E-02
  2.10779E+02  3.41899E+01 -8.70605E-02
  2.10799E+02  3.42100E+01 -7.92323E-02
  2.10820E+02  3.42301E+01 -7.19895E-02
  2.10840E+02  3.42502E+01 -6.36651E-02
  2.10860E+02  3.42703E+01 -6.03694E-02
  2.10880E+02  3.42904E+01 -5.66985E-02
  2.10900E+02  3.43105E+01 -5.49996E-02
  2.10920E+02  3.43306E+01 -4.94054E-02
  2.10940E+02  3.43507E+01 -4.54619E-02
  2.10960E+02  3.43708E+01 -4.53568E-02
  2.10980E+02  3.43909E+01 -4.53068E-02
  2.11000E+02  3.44110E+01 -4.35198E-02
  2.11021E+02  3.44311E+01 -4.05691E-02
  2.11041E+02  3.44512E+01 -3.78128E-02
  2.11061E+02  3.44713E+01 -3.84063E-02
  2.11081E+02  3.44914E+01 -3.77030E-02
  2.11101E+02  3.45115E+01 -3.64044E-02
  2.11121E+02  3.45316E+01 -3.57892E-02
  2.11141E+02  3.45517E+01 -2.23706E-02
  2.11161E+02  3.45718E+01 -3.17143E-02
  2.11181E+02  3.45919E+01 -2.62158E-02
  2.11201E+02  3.46120E+01 -2.23941E-02
  2.11222E+02  3.46321E+01 -1.60878E-02
  2.11242E+02  3.46522E+01 -1.19228E-02
  2.11262E+02  3.46723E+01 -9.58320E-03
  2.11282E+02  3.46924E+01 -4.12621E-03
  2.11302E+02  3.47125E+01 -3.20951E-03
  2.11322E+02  3.47326E+01  1.61637E-03
  2.11342E+02  3.47527E+01  4.99707E-03
  2.11362E+02  3.47728E+01  9.00609E-03
  2.11382E+02  3.47929E+01  1.35127E-02
  2.11402E+02  3.48130E+01  1.70435E-02
  2.11423E+02  3.48331E+01  2.39261E-02
  2.11443E+02  3.48532E+01  2.92554E-02
  2.11463E+02  3.48733E+01  3.42724E-02
  2.11483E+02  3.48934E+01  4.00277E-02
  2.11503E+02  3.49135E+01  4.33661E-02
  2.11523E+02  3.49336E+01  4.97017E-02
  2.11543E+02  3.49537E+01  4.84700E-02
  2.11563E+02  3.49738E+01  5.04674E-02
  2.11583E+02  3.49939E+01  4.90282E-02
  2.11603E+02  3.50140E+01  5.00963E-02
  2.11624E+02  3.50341E+01  4.94736E-02
  2.11644E+02  3.50542E+01  4.60892E-02
  2.11664E+02  3.50743E+01  4.28355E-02
  2.11684E+02  3.50944E+01  3.60064E-02
  2.11704E+02  3.51145E+01  3.03206E-02
  2.11724E+02  3.51346E+01  2.29992E-02
  2.11744E+02  3.51547E+01  1.32112E-02
  2.11764E+02  3.51748E+01  9.41799E-04
  2.11784E+02  3.51949E+01 -1.09041E-02
  2.11804E+02  3.52150E+01 -2.54591E-02
  2.11825E+02  3.52351E+01 -3.91084E-02
  2.11845E+02  3.52552E+01 -5.34663E-02
  2.11865E+02  3.52753E+01 -6.59417E-02
  2.11885E+02  3.52954E+01 -8.04726E-02
  2.11905E+02  3.53155E+01 -9.28915E-02
  2.11925E+02  3.53356E+01 -1.06702E-01
  2.11945E+02  3.53557E+01 -1.18296E-01
  2.11965E+02  3.53758E+01 -1.31142E-01
  2.11985E+02  3.53959E+01 -1.43474E-01
  2.12005E+02  3.54160E+01 -1.54854E-01
  2.12026E+02  3.54361E+01 -1.64301E-01
  2.12046E+02  3.54562E+01 -1.71340E-01
  2.12066E+02  3.54763E+01 -1.74860E-01
  2.12086E+02  3.54964E+01 -1.77363E-01
  2.12106E+02  3.55165E+01 -1.78145E-01
  2.12126E+02  3.55366E+01 -1.79031E-01
  2.12146E+02  3.55567E+01 -1.80375E-01
  2.12166E+02  3.55768E+01 -1.81580E-01
  2.12186E+02  3.55969E+01 -1.78859E-01
  2.12206E+02  3.56170E+01 -1.74030E-01
  2.12227E+02  3.56371E+01 -1.70790E-01
  2.12247E+02  3.56572E+01 -1.66001E-01
  2.12267E+02  3.56773E+01 -1.58233E-01
  2.12287E+02  3.56974E+01 -1.50673E-01
  2.12307E+02  3.57175E+01 -1.45403E-01
  2.12327E+02  3.57376E+01 -1.39666E-01
  2.12347E+02  3.57577E+01 -1.32824E-01
  2.12367E+02  3.57778E+01 -1.26374E-01
  2.12387E+02  3.57979E+01 -1.20227E-01
  2.12407E+02  3.58180E+01 -1.20845E-01
  2.12428E+02  3.58381E+01 -1.19879E-01
  2.12448E+02  3.58582E+01 -1.21398E-01
  2.12468E+02  3.58783E+01 -1.19193E-01
  2.12488E+02  3.58984E+01 -1.20358E-01
  2.12508E+02  3.59185E+01 -1.18818E-01
  2.12528E+02  3.59386E+01 -1.15943E-01
  2.12548E+02  3.59587E+01 -1.13035E-01
  2.12568E+02  3.59788E+01 -1.09252E-01
  2.12588E+02  3.59989E+01 -1.07414E-01
  2.12608E+02  3.60190E+01 -1.01802E-01
  2.12629E+02  3.60391E+01 -9.49011E-02
  2.12649E+02  3.60592E+01 -8.68242E-02
  2.12669E+02  3.60793E+01 -7.86782E-02
  2.12689E+02  3.60994E+01 -7.13814E-02
  2.12709E+02  3.61195E+01 -6.14676E-02
  2.12729E+02  3.61396E+01 -5.24101E-02
  2.12749E+02  3.61597E+01 -4.43885E-02
  2.12769E+02  3.61798E+01 -3.48075E-02
  2.12789E+02  3.61999E+01 -2.56872E-02
  2.12809E+02  3.62200E+01 -1.02050E-02
  2.12830E+02  3.62401E+01  9.33427E-04
  2.12850E+02  3.62602E+01  1.52706E-02
  2.12870E+02  3.62803E+01  2.74663E-02
  2.12890E+02  3.63004E+01  3.91413E-02
  2.12910E+02  3.63205E+01  4.86793E-02
  2.12930E+02  3.63406E+01  5.92383E-02
  2.12950E+02  3.63607E+01  7.24451E-02
  2.12970E+02  3.63808E+01  8.38920E-02
  2.12990E+02  3.64009E+01  9.41178E-02
  2.13010E+02  3.64210E+01  1.03541E-01
  2.13031E+02  3.64411E+01  1.12034E-01
  2.13051E+02  3.64612E+01  1.21803E-01
  2.13071E+02  3.64813E+01  1.26956E-01
  2.13091E+02  3.65014E+01  1.31579E-01
  2.13111E+02  3.65215E+01  1.35310E-01
  2.13131E+02  3.65416E+01  1.38928E-01
  2.13151E+02  3.65617E+01  1.40399E-01
  2.13171E+02  3.65818E+01  1.35518E-01
  2.13191E+02  3.66019E+01  1.30827E-01
  2.13211E+02  3.66220E+01  1.26072E-01
  2.13232E+02  3.66421E+01  1.21223E-01
  2.13252E+02  3.66622E+01  1.10960E-01
  2.13272E+02  3.66823E+01  9.85225E-02
  2.13292E+02  3.67024E+01  9.08981E-02
  2.13312E+02  3.67225E+01  8.13462E-02
  2.13332E+02  3.67426E+01  7.26923E-02
  2.13352E+02  3.67627E+01  6.34798E-02
  2.13372E+02  3.67828E+01  5.63113E-02
  2.13392E+02  3.68029E+01  4.98227E-02
  2.13412E+02  3.68230E+01  4.22526E-02
  2.13433E+02  3.68431E+01  3.41072E-02
  2.13453E+02  3.68632E+01  2.62874E-02
  2.13473E+02  3.68833E+01  1.95532E-02
  2.13493E+02  3.69034E+01  1.40228E-02
  2.13513E+02  3.69235E+01  7.62879E-03
  2.13533E+02  3.69436E+01  3.06196E-03
  2.13553E+02  3.69637E+01 -3.58457E-03
  2.13573E+02  3.69838E+01 -7.55113E-03
  2.13593E+02  3.70039E+01 -1.35101E-02
  2.13613E+02  3.70240E+01 -1.56987E-02
  2.13634E+02  3.70441E+01 -1.94836E-02
  2.13654E+02  3.70642E+01 -2.41922E-02
  2.13674E+02  3.70843E+01 -3.38144E-02
  2.13694E+02  3.71044E+01 -4.07230E-02
  2.13714E+02  3.71245E+01 -4.56818E-02
  2.13734E+02  3.71446E+01 -4.75413E-02
  2.13754E+02  3.71647E+01 -5.18632E-02
  2.13774E+02  3.71848E+01 -5.46326E-02
  2.13794E+02  3.72049E+01 -5.80751E-02
  2.13814E+02  3.72250E+01 -6.13065E-02
  2.13835E+02  3.72451E+01 -6.49124E-02
  2.13855E+02  3.72652E+01 -7.24150E-02
  2.13875E+02  3.72853E+01 -7.33830E-02
  2.13895E+02  3.73054E+01 -7.43633E-02
  2.13915E+02  3.73255E+01 -7.11114E-02
  2.13935E+02  3.73456E+01 -7.34704E-02
  2.13955E+02  3.73657E+01 -7.41234E-02
  2.13975E+02  3.73858E+01 -7.30461E-02
  2.13995E+02  3.74059E+01 -7.21902E-02
  2.14015E+02  3.74260E+01 -7.32550E-02
  2.14036E+02  3.74461E+01 -7.35958E-02
  2.14056E+02  3.74662E+01 -6.91112E-02
  2.14076E+02  3.74863E+01 -6.54953E-02
  2.14096E+02  3.75064E+01 -6.07642E-02
  2.14116E+02  3.75265E+01 -5.78500E-02
  2.14136E+02  3.75466E+01 -5.07333E-02
  2.14156E+02  3.75667E+01 -4.26012E-02
  2.14176E+02  3.75868E+01 -3.45878E-02
  2.14196E+02  3.76069E+01 -3.08109E-02
  2.14216E+02  3.76270E+01 -2.23402E-02
  2.14237E+02  3.76471E+01 -1.14667E-02
  2.14257E+02  3.76672E+01  7.68178E-04
  2.14277E+02  3.76873E+01  1.21779E-02
  2.14297E+02  3.77074E+01  2.05199E-02
  2.14317E+02  3.77275E+01  3.00490E-02
  2.14337E+02  3.77476E+01  3.74658E-02
  2.14357E+02  3.77677E+01  4.55582E-02
  2.14377E+02  3.77878E+01  5.45439E-02
  2.14397E+02  3.78079E+01  6.55058E-02
  2.14417E+02  3.78280E+01  7.45125E-02
  2.14438E+02  3.78481E+01  8.12290E-02
  2.14458E+02  3.78682E+01  9.01105E-02
  2.14478E+02  3.78883E+01  1.02377E-01
  2.14498E+02  3.79084E+01  1.10898E-01
  2.14518E+02  3.79285E+01  1.18849E-01
  2.14538E+02  3.79486E+01  1.21370E-01
  2.14558E+02  3.79687E+01  1.26338E-01
  2.14578E+02  3.79888E+01  1.26253E-01
  2.14598E+02  3.80089E+01  1.25450E-01
  2.14618E+02  3.80290E+01  1.21574E-01
  2.14639E+02  3.80491E+01  1.16880E-01
  2.14659E+02  3.80692E+01  1.15014E-01
  2.14679E+02  3.80893E+01  1.06650E-01
  2.14699E+02  3.81094E+01  9.92162E-02
  2.14719E+02  3.81295E+01  8.83226E-02
  2.14739E+02  3.81496E+01  7.97075E-02
  2.14759E+02  3.81697E+01  6.82649E-02
  2.14779E+02  3.81898E+01  5.44691E-02
  2.14799E+02  3.82099E+01  3.97292E-02
  2.14819E+02  3.82300E+01  2.81572E-02
  2.14840E+02  3.82501E+01  1.45610E-02
  2.14860E+02  3.82702E+01  1.29473E-03
  2.14880E+02  3.82903E+01 -1.30370E-02
  2.14900E+02  3.83104E+01 -2.14169E-02
  2.14920E+02  3.83305E+01 -3.28134E-02
  2.14940E+02  3.83506E+01 -4.64240E-02
  2.14960E+02  3.83707E+01 -5.91289E-02
  2.14980E+02  3.83908E+01 -7.01263E-02
  2.15000E+02  3.84109E+01 -7.75393E-02
  2.15020E+02  3.84310E+01 -8.67395E-02
  2.15041E+02  3.84511E+01 -9.37140E-02
  2.15061E+02  3.84712E+01 -1.00911E-01
  2.15081E+02  3.84913E+01 -1.05970E-01
  2.15101E+02  3.85114E+01 -1.10934E-01
  2.15121E+02  3.85315E+01 -1.15668E-01
  2.15141E+02  3.85516E+01 -1.17259E-01
  2.15161E+02  3.85717E+01 -1.15583E-01
  2.15181E+02  3.85918E+01 -1.11282E-01
  2.15201E+02  3.86119E+01 -1.06479E-01
  2.15221E+02  3.86320E+01 -1.00765E-01
  2.15242E+02  3.86521E+01 -9.36489E-02
  2.15262E+02  3.86722E+01 -8.92978E-02
  2.15282E+02  3.86923E+01 -8.34478E-02
  2.15302E+02  3.87124E+01 -7.47563E-02
  2.15322E+02  3.87325E+01 -6.56618E-02
  2.15342E+02  3.87526E+01 -4.38190E-02
  2.15362E+02  3.87727E+01 -4.97634E-02
  2.15382E+02  3.87928E+01 -4.20098E-02
  2.15402E+02  3.88129E+01 -3.33152E-02
  2.15422E+02  3.88330E+01 -2.54181E-02
  2.15443E+02  3.88531E+01 -2.23656E-02
  2.15463E+02  3.88732E+01 -1.90832E-02
  2.15483E+02  3.88933E+01 -1.41699E-02
  2.15503E+02  3.89134E+01 -1.03617E-02
  2.15523E+02  3.89335E+01 -9.36603E-03
  2.15543E+02  3.89536E+01 -8.78562E-03
  2.15563E+02  3.89737E+01 -5.03904E-03
  2.15583E+02  3.89938E+01 -1.03184E-03
  2.15603E+02  3.90139E+01  1.45116E-03
  2.15623E+02  3.90340E+01 -9.63938E-04
  2.15644E+02  3.90541E+01 -1.19361E-03
  2.15664E+02  3.90742E+01 -2.20977E-03
  2.15684E+02  3.90943E+01 -5.06510E-04
  2.15704E+02  3.91144E+01 -3.02996E-03
  2.15724E+02  3.91345E+01 -5.39512E-04
  2.15744E+02  3.91546E+01  2.68346E-03
  2.15764E+02  3.91747E+01  4.44665E-03
  2.15784E+02  3.91948E+01  3.52555E-03
  2.15804E+02  3.92149E+01  5.92950E-03
  2.15824E+02  3.92350E+01  1.12656E-02
  2.15845E+02  3.92551E+01  1.64823E-02
  2.15865E+02  3.92752E+01  2.20874E-02
  2.15885E+02  3.92953E+01  2.54062E-02
  2.15905E+02  3.93154E+01  3.10647E-02
  2.15925E+02  3.93355E+01  3.43514E-02
  2.15945E+02  3.93556E+01  3.58485E-02
  2.15965E+02  3.93757E+01  3.72772E-02
  2.15985E+02  3.93958E+01  3.78490E-02
  2.16005E+02  3.94159E+01  3.99669E-02
  2.16025E+02  3.94360E+01  3.86698E-02
  2.16046E+02  3.94561E+01  3.68798E-02
  2.16066E+02  3.94762E+01  3.61025E-02
  2.16086E+02  3.94963E+01  3.55217E-02
  2.16106E+02  3.95164E+01  3.25179E-02
  2.16126E+02  3.95365E+01  2.62009E-02
  2.16146E+02  3.95566E+01  1.99929E-02
  2.16166E+02  3.95767E+01  1.50289E-02
  2.16186E+02  3.95968E+01  7.17782E-03
  2.16206E+02  3.96169E+01 -1.70876E-03
  2.16226E+02  3.96370E+01 -1.08025E-02
  2.16247E+02  3.96571E+01 -1.88601E-02
  2.16267E+02  3.96772E+01 -2.67517E-02
  2.16287E+02  3.96973E+01 -3.57850E-02
  2.16307E+02  3.97174E+01 -4.09680E-02
  2.16327E+02  3.97375E+01 -4.25113E-02
  2.16347E+02  3.97576E+01 -4.36435E-02
  2.16367E+02  3.97777E+01 -4.67880E-02
  2.16387E+02  3.97978E+01 -4.90778E-02
  2.16407E+02  3.98179E+01 -5.04616E-02
  2.16427E+02  3.98380E+01 -4.79444E-02
  2.16448E+02  3.98581E+01 -4.65119E-02
  2.16468E+02  3.98782E+01 -4.28873E-02
  2.16488E+02  3.98983E+01 -3.97546E-02
  2.16508E+02  3.99184E+01 -3.00234E-02
  2.16528E+02  3.99385E+01 -2.59689E-02
  2.16548E+02  3.99586E+01 -2.01861E-02
  2.16568E+02  3.99787E+01 -1.59342E-02
  2.16588E+02  3.99988E+01 -8.54598E-03
  2.16608E+02  4.00189E+01 -3.62291E-03
  2.16628E+02  4.00390E+01 -3.54211E-04
  2.16649E+02  4.00591E+01  5.46261E-03
  2.16669E+02  4.00792E+01  1.12797E-02
  2.16689E+02  4.00993E+01  1.65873E-02
  2.16709E+02  4.01194E+01  1.79602E-02
  2.16729E+02  4.01395E+01  2.37806E-02
  2.16749E+02  4.01596E+01  3.12128E-02
  2.16769E+02  4.01797E+01  3.70720E-02
  2.16789E+02  4.01998E+01  3.97687E-02
  2.16809E+02  4.02199E+01  3.88873E-02
  2.16829E+02  4.02400E+01  4.04348E-02
  2.16850E+02  4.02601E+01  4.13367E-02
  2.16870E+02  4.02802E+01  3.98038E-02
  2.16890E+02  4.03003E+01  3.75926E-02
  2.16910E+02  4.03204E+01  3.57689E-02
  2.16930E+02  4.03405E+01  3.40074E-02
  2.16950E+02  4.03606E+01  3.00462E-02
  2.16970E+02  4.03807E+01  2.56222E-02
  2.16990E+02  4.04008E+01  2.23964E-02
  2.17010E+02  4.04209E+01  2.23328E-02
  2.17030E+02  4.04410E+01  2.10624E-02
  2.17051E+02  4.04611E+01  1.68924E-02
  2.17071E+02  4.04812E+01  1.23075E-02
  2.17091E+02  4.05013E+01  9.87305E-03
  2.17111E+02  4.05214E+01  4.96665E-03
  2.17131E+02  4.05415E+01 -7.13942E-04
  2.17151E+02  4.05616E+01  7.40978E-03
  2.17171E+02  4.05817E+01 -4.69041E-03
  2.17191E+02  4.06018E+01 -4.88004E-03
  2.17211E+02  4.06219E+01 -7.60084E-03
  2.17231E+02  4.06420E+01 -9.44188E-03
  2.17252E+02  4.06621E+01 -9.71771E-03
  2.17272E+02  4.06822E+01 -1.04885E-02
  2.17292E+02  4.07023E+01 -1.13285E-02
  2.17312E+02  4.07224E+01 -1.22704E-02
  2.17332E+02  4.07425E+01 -9.80039E-03
  2.17352E+02  4.07626E+01 -8.67129E-03
  2.17372E+02  4.07827E+01 -6.12071E-03
  2.17392E+02  4.08028E+01 -7.20300E-03
  2.17412E+02  4.08229E+01 -2.73954E-03
  2.17432E+02  4.08430E+01 -9.14379E-05
  2.17453E+02  4.08631E+01  4.48737E-03
  2.17473E+02  4.08832E+01  6.31708E-03
